"Region","Year","Under.five.population","Infant.population","Population.coverage..under.5.","Population.coverage..age.0.","U5MR.median","IMR.median","CMR.median","Under.five.deaths.median","Infant.deaths.median","Child.deaths.median"
"Central and Southern Asia",1984,209783307,110758978,94.51,94.64,27.2384995178738,12.4956528574762,14.9293992508064,576278,278438,297840
"Central Asia",1984,9089007,4626923,9.03,9.11,,,,,,
"Southern Asia",1984,200694300,106132055,98.38,98.37,27.3062317862873,12.5294465504107,14.9642793744645,552623,267532,285091
"Eastern and South-Eastern Asia",1984,334018846,185171169,88.82,89.45,10.2748583759542,5.92220569006645,4.37858355835154,350573,219970,130604
"Eastern Asia",1984,253210012,142354830,94.77,95.21,9.21507110208897,5.67971032561405,3.55555530062907,241140,162171,78969
"South-Eastern Asia",1984,80808834,42816339,70.19,70.27,14.5599693716948,7.01390805272291,7.59936254915096,118307,60312,57996
"Northern Africa and Western Asia",1984,48979535,26184194,19.35,19.61,,,,,,
"Western Asia",1984,24660827,13118389,2.74,2.69,,,,,,
"Northern Africa",1984,24318708,13065805,36.19,36.6,,,,,,
"Sub-Saharan Africa",1984,79039456,43035733,64.98,65.26,40.8921106332574,18.1403603568798,23.1721005302216,326824,157630,169194
"Oceania",1984,4270011,2145974,75.85,74.17,9.16587611589714,3.9912249486361,5.19538712597603,3947,1724,2223
"Oceania (exc. Australia and New Zealand)",1984,1031270,554408,0,0,,,,,,
"Australia and New Zealand",1984,3238741,1591566,100,100,9.16587611589714,3.9912249486361,5.19538712597603,2991,1275,1716
"Europe, Northern America, Australia and New Zealand",1984,159173143,76203615,95.4,94.91,9.17573655529969,3.75576359912485,5.44040583437201,148114,57449,90663
"South-Eastern Asia and Oceania (exc. Australia and New Zealand)",1984,81840104,43370747,69.3,69.37,14.5599693716948,7.01390805272291,7.59936254915096,119836,61099,58738
"World",1984,911221859,483697523,81.6,81.6,17.0536121332808,8.16165691215778,8.96512549962552,1562806,792622,770184
"Least developed countries",1985,86772452,47240068,68.78,68.94,36.4711467740973,15.7763429856627,21.0265254659827,318045,150096,167949
"Landlocked developing countries",1985,45752504,24409902,65.02,66.6,42.3984923661206,17.8915804725204,24.9533670685679,195743,88012,107731
"Small island developing States",1985,8558602,4449875,1.06,1.13,,,,,,
"Europe and Northern America",1985,154408086,73741986,95.18,94.55,8.86036688904757,3.64627478177291,5.233173696553,138788,53989,84798
"Northern America",1985,44775844,20694892,100,100,9.40242292026372,4.05989549012111,5.36430595168348,42906,16913,25993
"Europe",1985,109632242,53047094,93.22,92.42,8.6274460013428,3.47162947740431,5.17377796402791,95702,36938,58764
"Latin America and the Caribbean",1985,80495032,42271425,45.45,44.76,,,,,,
"Central and Southern Asia",1985,213856417,112917428,94.59,94.73,26.2234733906744,11.9752639043202,14.420903612857,565033,271902,293132
"Central Asia",1985,9127861,4627188,9.01,9.04,,,,,,
"Southern Asia",1985,204728556,108290240,98.41,98.4,26.2869988503764,12.0064835281581,14.4540577282477,542140,261438,280702
"Eastern and South-Eastern Asia",1985,349062601,188142603,89.1,89.43,10.082228853507,5.78938440687557,4.31784209432359,357688,218468,139220
"Eastern Asia",1985,266539529,144601961,94.95,95.18,9.10403482583311,5.54728174879744,3.5765934485959,248274,160885,87391
"South-Eastern Asia",1985,82523072,43540642,70.2,70.35,14.2719742160746,6.87647605060739,7.44670525581483,118396,60116,58280
"Northern Africa and Western Asia",1985,50346005,26815045,19.43,19.68,,,,,,
"Western Asia",1985,25354530,13431462,2.73,2.7,,,,,,
"Northern Africa",1985,24991475,13383583,36.37,36.72,,,,,,
"Sub-Saharan Africa",1985,81617442,44440615,69.43,69.76,40.5531334513101,17.9913836730654,22.9751036835437,334597,161507,173090
"Oceania",1985,4308938,2176883,75.58,74.18,9.20517669666243,3.98639557528633,5.23966851275123,3995,1746,2250
"Oceania (exc. Australia and New Zealand)",1985,1052376,562105,0,0,,,,,,
"Australia and New Zealand",1985,3256562,1614778,100,100,9.20517669666243,3.98639557528633,5.23966851275123,3017,1292,1725
"Europe, Northern America, Australia and New Zealand",1985,157664648,75356764,95.28,94.67,8.86816150502601,3.65397502922103,5.23330885568387,141810,55287,86523
"South-Eastern Asia and Oceania (exc. Australia and New Zealand)",1985,83575448,44102747,69.31,69.45,14.2719742160746,6.87647605060739,7.44670525581483,119923,60898,59024
"World",1985,934094521,490505985,82.1,81.9,16.6817642775872,8.0235124528318,8.72828331462202,1567736,790076,777660
"Least developed countries",1986,89225784,48634703,71.42,71.72,36.6233281174059,15.8660250365443,21.0919484632489,328344,155377,172966
"Landlocked developing countries",1986,46676855,24934959,65.52,67,42.6786966012946,18.0430695543724,25.088296933494,201024,90669,110354
"Small island developing States",1986,8641669,4456437,1.08,1.15,,,,,,
"Europe and Northern America",1986,152919063,73371228,95.09,94.36,8.65700959554194,3.59195259876959,5.08331602698589,134075,52893,81182
"Northern America",1986,44175023,20614007,100,100,9.61772744394251,4.17169026360411,5.46885153504024,43216,17299,25917
"Europe",1986,108744040,52757221,93.09,92.15,8.24022347714848,3.34604172094102,4.91061287175178,90543,35392,55149
"Latin America and the Caribbean",1986,81744129,42814300,45.34,44.68,,,,,,
"Central and Southern Asia",1986,218138478,115298211,94.65,94.8,25.3313631198824,11.5121660093727,13.9801387890838,556183,266780,289403
"Central Asia",1986,9186400,4659743,8.93,8.94,,,,,,
"Southern Asia",1986,208952078,110638468,98.42,98.41,25.390374098212,11.5410880394055,14.0109881060575,533903,256640,277263
"Eastern and South-Eastern Asia",1986,364368412,191188243,89.37,89.42,9.87729805027104,5.64214298029592,4.2591860064028,364136,216347,147789
"Eastern Asia",1986,280186817,146949504,95.12,95.13,8.97110948363022,5.39994970006623,3.59054856521181,255029,159154,95875
"South-Eastern Asia",1986,84181595,44238739,70.24,70.47,13.9632019950369,6.72742760694214,7.284782233201,118142,59744,58398
"Northern Africa and Western Asia",1986,51664153,27461989,20.68,20.94,,,,,,
"Western Asia",1986,26000268,13744392,5.03,5.12,,,,,,
"Northern Africa",1986,25663885,13717597,36.54,36.8,,,,,,
"Sub-Saharan Africa",1986,84276080,45933422,85.48,85.69,37.1165603971433,16.4117829155463,21.0502496084897,315498,152149,163349
"Oceania",1986,4347522,2220723,75.33,74.34,9.2708224984237,3.99879703611461,5.29319186223946,4051,1785,2266
"Oceania (exc. Australia and New Zealand)",1986,1072385,569783,0,0,,,,,,
"Australia and New Zealand",1986,3275137,1650940,100,100,9.2708224984237,3.99879703611461,5.29319186223946,3048,1324,1724
"Europe, Northern America, Australia and New Zealand",1986,156194200,75022168,95.19,94.48,8.67080551543942,3.60143034832439,5.08769815766323,137133,54224,82909
"South-Eastern Asia and Oceania (exc. Australia and New Zealand)",1986,85253980,44808522,69.35,69.57,13.9632019950369,6.72742760694214,7.284782233201,119661,60519,59142
"World",1986,957457837,498288116,83.6,83.4,16.3734172050839,7.88643294843616,8.55444833989121,1577538,788795,788743
"Least developed countries",1987,91786649,50059126,72.72,73.06,36.5795405221393,15.896539922136,21.0170997654727,337511,160278,177233
"Landlocked developing countries",1987,47651281,25498209,65.96,67.28,42.9783523289302,18.202990139739,25.2347093547551,206791,93631,113160
"Small island developing States",1987,8709153,4472146,1.13,1.2,,,,,,
"Europe and Northern America",1987,151215734,72999186,94.98,94.33,8.62337721140804,3.60114452122238,5.04038384083893,131883,52769,79114
"Northern America",1987,43314057,20421507,100,100,9.79505652599855,4.26993150005696,5.54881809913122,43090,17541,25549
"Europe",1987,107901677,52577679,92.97,92.13,8.11900048732073,3.31906455366733,4.81592028396121,88410,34998,53413
"Latin America and the Caribbean",1987,82938844,43432845,45.24,44.63,,,,,,
"Central and Southern Asia",1987,222591671,117835672,94.7,94.84,24.541857426179,11.0975813022693,13.5951493996893,549364,262761,286603
"Central Asia",1987,9256662,4718488,8.8,8.85,,,,,,
"Southern Asia",1987,213335009,113117184,98.43,98.43,24.595937508888,11.1242903378911,13.6231955536658,527595,252843,274753
"Eastern and South-Eastern Asia",1987,374646499,194107184,89.49,89.42,9.69257387373135,5.49878888114804,4.21697323813715,366640,214063,152577
"Eastern Asia",1987,288878559,149157675,95.19,95.08,8.83450753693105,5.25669088432442,3.59672351632831,257948,157243,100705
"South-Eastern Asia",1987,85767940,44949509,70.29,70.62,13.6380903310477,6.57962385688219,7.10521612368117,117632,59382,58250
"Northern Africa and Western Asia",1987,52993327,28185281,20.75,20.96,,,,,,
"Western Asia",1987,26703830,14135448,5.08,5.18,,,,,,
"Northern Africa",1987,26289497,14049833,36.66,36.83,,,,,,
"Sub-Saharan Africa",1987,87008063,47451839,86.89,87.09,37.0867479865771,16.3889747612717,21.0426405298598,325476,156988,168488
"Oceania",1987,4385009,2264072,75.19,74.55,9.26637748035464,3.97947230896315,5.30802832311855,4078,1811,2267
"Oceania (exc. Australia and New Zealand)",1987,1090880,577812,0.27,0.27,,,,,,
"Australia and New Zealand",1987,3294129,1686260,100,100,9.25962890807108,3.97722564837064,5.30349646185452,3059,1347,1712
"Europe, Northern America, Australia and New Zealand",1987,154509863,74685446,95.09,94.46,8.63784264035816,3.61013532439807,5.04592378365581,134954,54124,80830
"South-Eastern Asia and Oceania (exc. Australia and New Zealand)",1987,86858820,45527321,69.41,69.73,13.6382453150223,6.57961576827194,7.10538021847556,119140,60149,58992
"World",1987,975779147,506276079,83.7,83.5,16.137336387828,7.76195079697172,8.44090346825884,1584591,788803,795788
"Least developed countries",1988,94426579,51503414,77.22,77.49,37.1838154477454,16.2454824296619,21.2841035483087,353154,168497,184657
"Landlocked developing countries",1988,48698624,26117790,92.78,92.74,35.8322684891569,15.3809316065475,20.7708113107932,175823,80988,94834
"Small island developing States",1988,8762058,4493698,58.36,57.19,18.5827848820173,8.54210206232964,10.1271903129454,16332,7683,8649
"Europe and Northern America",1988,149198018,72412758,99.69,99.68,8.7705666092468,3.67745617858239,5.11190925293096,132339,53533,78807
"Northern America",1988,42317438,20105332,100,100,9.83006776227824,4.30598243699151,5.5479748073681,42206,17418,24788
"Europe",1988,106880580,52307426,99.57,99.55,8.3513718761169,3.43468117387248,4.9336361695146,90114,36103,54012
"Latin America and the Caribbean",1988,84125326,44128336,86.94,86.81,14.3517033493319,5.87699732730539,8.52480628578392,120249,51942,68308
"Central and Southern Asia",1988,227228075,120490913,99.96,99.95,23.3724206789341,10.4655473686693,13.0433794153841,533461,253323,280138
"Central Asia",1988,9327633,4798661,100,100,10.9944652834587,4.27640707361191,6.74691074668893,10221,4104,6117
"Southern Asia",1988,217900442,115692252,99.95,99.95,23.9003108486223,10.7215515744632,13.3215873600942,523246,249221,274024
"Eastern and South-Eastern Asia",1988,376857407,194787825,92.36,92.35,9.62886770581473,5.36041908121132,4.29145260905502,365916,209356,156560
"Eastern Asia",1988,289553012,149085972,98.26,98.23,8.68519709261373,5.05619502406193,3.64744425806,253781,151123,102657
"South-Eastern Asia",1988,87304395,45701853,72.81,73.17,13.8810704344219,6.6916546260945,7.23784899403127,121864,61403,60462
"Northern Africa and Western Asia",1988,54288260,28911970,46.33,45.95,,,,,,
"Western Asia",1988,27378088,14519787,17.98,17.16,,,,,,
"Northern Africa",1988,26910172,14392183,75.18,75,13.5981524237284,6.42804183264899,7.21649854561585,36621,18530,18091
"Sub-Saharan Africa",1988,89823853,48999219,88.88,89.02,37.4226438050839,16.5008531096227,21.2728102119981,338889,163122,175767
"Oceania",1988,4418904,2292139,75,74.52,9.12080828767348,3.90621462092919,5.23504286773537,4042,1800,2241
"Oceania (exc. Australia and New Zealand)",1988,1107750,585649,0.27,0.26,,,,,,
"Australia and New Zealand",1988,3311154,1706490,100,100,9.11385792475894,3.90390258666444,5.23037420950026,3023,1338,1685
"Europe, Northern America, Australia and New Zealand",1988,152509172,74119248,99.7,99.68,8.77819369097144,3.68268684076562,5.11434136786039,135362,54871,80493
"South-Eastern Asia and Oceania (exc. Australia and New Zealand)",1988,88412145,46287502,71.9,72.25,13.8812124587027,6.69164393611363,7.2380026591929,123420,62192,61228
"World",1988,985939843,512023160,91.8,91.7,15.8681607827111,7.51107376658538,8.42033275659986,1573489,772005,801486
"Least developed countries",1989,97029892,52885321,85.57,85.55,36.1331536917785,16.0762627773304,20.3845990859646,353020,171230,181791
"Landlocked developing countries",1989,49831036,26773718,92.81,92.77,35.8798773901177,15.4069717910653,20.7932668752434,180063,83149,96913
"Small island developing States",1989,8794966,4510468,59.83,58.61,18.0411083306865,8.22815498317636,9.89436572213193,15907,7427,8479
"Europe and Northern America",1989,147337751,71856504,99.72,99.71,8.95976624775574,3.76271689683481,5.21667823425836,133321,54271,79051
"Northern America",1989,41352701,19722588,100,100,9.75494543884714,4.2926868164325,5.48580747584367,40894,17029,23865
"Europe",1989,105985050,52133916,99.61,99.6,8.65129993851676,3.56134270059703,5.10814910745718,92415,37233,55182
"Latin America and the Caribbean",1989,85321432,44868319,94.56,94.46,14.1734615046165,5.8026483170226,8.41966956904858,120355,52139,68215
"Central and Southern Asia",1989,232071858,123321932,99.96,99.95,22.7852928786403,10.1653212007995,12.7495752049732,530841,251825,279016
"Central Asia",1989,9399641,4891645,100,100,11.2775819966001,4.38764686684073,6.92029895779922,10546,4293,6253
"Southern Asia",1989,222672217,118430287,99.95,99.95,23.2691131348245,10.4033572509199,13.0010100359311,520300,247534,272766
"Eastern and South-Eastern Asia",1989,376132676,192376333,97.51,97.49,9.98919588152536,5.46025699045902,4.55380383026366,378359,210635,167725
"Eastern Asia",1989,287417376,146000631,98.24,98.24,8.50209957588699,4.89502838368785,3.62481476335142,245970,143262,102708
"South-Eastern Asia",1989,88715300,46375702,95.12,95.12,14.9910786029526,7.29574579704117,7.75188861469107,133816,67922,65895
"Northern Africa and Western Asia",1989,55590169,29623822,46.19,45.89,,,,,,
"Western Asia",1989,28052575,14882034,17.6,16.92,,,,,,
"Northern Africa",1989,27537594,14741788,75.31,75.14,12.8688144865969,6.0509267053881,6.8593934683291,35425,17857,17566
"Sub-Saharan Africa",1989,92684456,50523454,89.14,89.29,37.5297561129792,16.4819039216871,21.4005744024624,350601,168016,182586
"Oceania",1989,4444431,2300997,74.87,74.35,8.82395953883297,3.76621463339212,5.07686547046751,3930,1742,2188
"Oceania (exc. Australia and New Zealand)",1989,1123689,594032,0.62,0.63,,,,,,
"Australia and New Zealand",1989,3320742,1706965,100,100,8.80608130385807,3.75983814569227,5.06528782053243,2928,1289,1639
"Europe, Northern America, Australia and New Zealand",1989,150658493,73563469,99.73,99.72,8.95653448574785,3.76264990754753,5.21350115784996,136249,55560,80690
"South-Eastern Asia and Oceania (exc. Australia and New Zealand)",1989,89838989,46969734,93.94,93.93,14.991276375653,7.29569375656412,7.75213985744679,135523,68795,66727
"World",1989,993582773,514871361,94.4,94.2,15.8141613284444,7.460125772643,8.41682613739285,1580293,770988,809304
"Least developed countries",1990,99705041,54292141,100,100,41.3864237693566,17.9303783425103,23.884299961604,414815,195932,218883
"Landlocked developing countries",1990,51041369,27465390,100,100,41.7913799039212,17.7381587654433,24.4875858235993,214886,98176,116710
"Small island developing States",1990,8814172,4514185,100,100,17.65557156788,8.03768422910599,9.69581927242822,15629,7270,8359
"Europe and Northern America",1990,145742275,70965910,100,100,9.11516639292154,3.8272219453777,5.30826033800123,134322,54585,79737
"Northern America",1990,40533647,19219425,100,100,9.62675950774816,4.25173555855884,5.39797471020891,39747,16520,23227
"Europe",1990,105208628,51746485,100,100,8.92264056159109,3.66949880857754,5.27248914565172,94575,38065,56510
"Latin America and the Caribbean",1990,86580838,45643580,100,100,14.4123468283461,5.89229211561335,8.57055492594934,124210,53859,70351
"Central and Southern Asia",1990,237176874,126274242,100,100,22.7914850210684,10.1053453244556,12.8156462272957,542139,256246,285893
"Central Asia",1990,9494251,4984382,100,100,11.6764555171193,4.54387865481975,7.16513436339228,10996,4529,6467
"Southern Asia",1990,227682623,121289860,100,100,23.2527920825114,10.3332295834131,13.0544572024581,531143,251717,279426
"Eastern and South-Eastern Asia",1990,374383997,187603369,100,100,9.94763912584029,5.35721023892149,4.61515323307331,374343,201519,172824
"Eastern Asia",1990,284367147,140632944,100,100,8.43005349464165,4.76131052260337,3.6862945651407,240444,134245,106199
"South-Eastern Asia",1990,90016850,46970425,100,100,14.7946130079432,7.1392519001243,7.71040765028688,133899,67274,66625
"Northern Africa and Western Asia",1990,56932857,30334805,100,100,17.2967293047614,8.19625778479107,9.17567774007825,98623,49747,48876
"Western Asia",1990,28751442,15229828,100,100,17.6806809372007,8.76682013695537,8.99269816762685,50985,26690,24295
"Northern Africa",1990,28181415,15104977,100,100,16.914133372316,7.62064828337231,9.36485132713381,47638,23057,24581
"Sub-Saharan Africa",1990,95682342,52118041,100,100,42.5284688998017,18.2376896497946,24.7420164676543,409851,191772,218079
"Oceania",1990,4466417,2291206,100,100,11.1646432320334,4.88502344114635,6.31044646981618,5006,2248,2758
"Oceania (exc. Australia and New Zealand)",1990,1140432,604057,100,100,19.36964075949,8.58797814928247,10.8750573652323,2213,1040,1173
"Australia and New Zealand",1990,3325985,1687149,100,100,8.35071845071866,3.55588898999736,4.81194018584864,2793,1208,1585
"Europe, Northern America, Australia and New Zealand",1990,149068260,72653059,100,100,9.09829817982633,3.82092170770341,5.29761825671918,137115,55793,81322
"South-Eastern Asia and Oceania (exc. Australia and New Zealand)",1990,91157282,47574482,100,100,14.8516083225596,7.15765970488291,7.74941630248128,136112,68314,67798
"World",1990,1000965600,515231153,100,100,16.771280127804,7.83413127040056,9.00771649083936,1688498,809978,878520
"Least developed countries",1991,102283265,55618808,100,100,40.959570355622,18.1709857844638,23.2103393169389,422732,203676,219056
"Landlocked developing countries",1991,52210003,28139088,100,100,40.1490311124031,17.2380456858944,23.3128534595124,211953,98035,113918
"Small island developing States",1991,8824239,4503911,100,100,17.5811145603276,7.99537637037334,9.66299749176687,15593,7220,8373
"Europe and Northern America",1991,144842578,70291372,100,100,9.24514959822964,3.87053599855842,5.39549706529254,135502,54650,80852
"Northern America",1991,40257456,18913013,100,100,9.50909216125051,4.2096447956225,5.32185046574427,39001,16086,22915
"Europe",1991,104585122,51378359,100,100,9.15039254181971,3.74567190816592,5.42504105754373,96501,38564,57937
"Latin America and the Caribbean",1991,87953960,46395359,100,100,14.3476698154333,5.87401914861902,8.52371915635618,125547,54555,70992
"Central and Southern Asia",1991,242568553,129269373,100,100,22.5992523864682,10.0308279308283,12.6957735758277,549955,260505,289450
"Central Asia",1991,9594839,5063431,100,100,12.200071232312,4.74733564529926,7.48828498926445,11609,4811,6798
"Southern Asia",1991,232973714,124205942,100,100,23.0254643791099,10.2456234266253,12.9121338131685,538346,255694,282652
"Eastern and South-Eastern Asia",1991,371342276,181419538,100,100,9.78634107593146,5.2342119059101,4.57608134950343,364373,190320,174053
"Eastern Asia",1991,280085502,133911675,100,100,8.24276975529881,4.60346571947983,3.65613492762422,230543,123545,106998
"South-Eastern Asia",1991,91256774,47507863,100,100,14.600052974244,7.00996873348386,7.64366610113837,133830,66775,67055
"Northern Africa and Western Asia",1991,58174567,30937002,100,100,15.5423890494898,7.50558563541525,8.09758049794151,90818,46556,44262
"Western Asia",1991,29219077,15428859,100,100,14.7604400667847,7.68351126102009,7.13172549894621,43638,23827,19811
"Northern Africa",1991,28955490,15508143,100,100,16.3490333584629,7.32853809959642,9.08709034668669,47180,22729,24451
"Sub-Saharan Africa",1991,98725547,53736356,100,100,41.1463989446889,17.8573689512321,23.712472361156,409482,193550,215932
"Oceania",1991,4497906,2271160,100,100,10.7729454669887,4.7461908030199,6.05549519959293,4873,2164,2709
"Oceania (exc. Australia and New Zealand)",1991,1160742,617448,100,100,19.1199979857641,8.48280377629911,10.7281994200182,2228,1054,1174
"Australia and New Zealand",1991,3337164,1653712,100,100,7.87504612835843,3.34745057982734,4.54280235490814,2645,1110,1535
"Europe, Northern America, Australia and New Zealand",1991,148179742,71945084,100,100,9.21444391221893,3.85851522619385,5.37667466709438,138147,55760,82387
"South-Eastern Asia and Oceania (exc. Australia and New Zealand)",1991,92417516,48125311,100,100,14.6564455971482,7.02887901057999,7.6815593377659,136058,67829,68229
"World",1991,1008105387,514320160,100,100,16.5599651735205,7.77286887056769,8.85593230347441,1680553,802302,878252
"Least developed countries",1992,105137180,57051973,100,100,40.9179046170621,18.0696812179671,23.2686810479948,435357,208307,227050
"Landlocked developing countries",1992,53722178,28956866,100,100,43.8401342619095,18.6907088808767,25.6284390748522,238516,109546,128970
"Small island developing States",1992,8839522,4486340,100,100,17.481077480356,7.96022882743976,9.59724491858116,15541,7159,8382
"Europe and Northern America",1992,144214078,69881474,100,100,9.91922578366888,4.07791777001528,5.86522592266877,143895,57027,86868
"Northern America",1992,40189742,18906585,100,100,9.43330186458813,4.18131450668591,5.27403977693031,38637,15981,22656
"Europe",1992,104024336,50974889,100,100,10.1172324458426,4.03956370127645,6.10231945272099,105259,41046,64212
"Latin America and the Caribbean",1992,89293941,47072778,100,100,14.3854578901389,5.8901562586429,8.54563676738552,127846,55512,72334
"Central and Southern Asia",1992,248164160,132332722,100,100,21.8612854930562,9.58636767527658,12.3937286575586,544262,255072,289190
"Central Asia",1992,9727911,5136781,100,100,16.0678639883345,5.77774538263223,10.3499177954556,15443,5927,9516
"Southern Asia",1992,238436249,127195941,100,100,22.0963294099253,9.7398724847994,12.4779909660014,528819,249145,279674
"Eastern and South-Eastern Asia",1992,367277331,174777283,100,100,9.64718845819368,5.12241120646469,4.54807435879226,354967,179487,175480
"Eastern Asia",1992,274939212,126822847,100,100,8.05664597409794,4.44509239342017,3.62767894877878,220594,112991,107603
"South-Eastern Asia",1992,92338119,47954436,100,100,14.4723180342344,6.91147059421596,7.61346769813418,134373,66496,67877
"Northern Africa and Western Asia",1992,59607771,31674583,100,100,14.3910860235069,7.00279539234373,7.44039418930929,86100,44452,41648
"Western Asia",1992,30012407,15821728,100,100,12.9425202252988,6.92461366966859,6.0598688060007,39262,21998,17264
"Northern Africa",1992,29595364,15852855,100,100,15.8819900303813,7.0808174902792,8.86393645639518,46838,22454,24384
"Sub-Saharan Africa",1992,101781752,55373753,100,100,42.4188827316636,18.4004828734459,24.4686345491765,435770,205763,230007
"Oceania",1992,4522463,2243662,100,100,10.4870243408497,4.65561561956817,5.85868450437017,4776,2098,2678
"Oceania (exc. Australia and New Zealand)",1992,1191725,635407,100,100,18.8973660892885,8.39230540782608,10.5939685006003,2261,1073,1188
"Australia and New Zealand",1992,3330738,1608255,100,100,7.48617311487554,3.17541613316261,4.32448903395897,2515,1025,1490
"Europe, Northern America, Australia and New Zealand",1992,147544816,71489729,100,100,9.86432257192782,4.05762321948852,5.83035674333901,146410,58052,88358
"South-Eastern Asia and Oceania (exc. Australia and New Zealand)",1992,93529844,48589843,100,100,14.5282439992777,6.93084960866459,7.65041828921902,136634,67569,69065
"World",1992,1014861496,513356255,100,100,16.6069099502579,7.75649997442578,8.91959481276938,1697619,799413,898207
"Least developed countries",1993,108435134,58735091,100,100,40.5765186969064,18.0014524060155,22.9888998779097,444235,213372,230863
"Landlocked developing countries",1993,55151214,29800070,100,100,44.357771805786,18.9765644813304,25.8721722698056,245813,113864,131949
"Small island developing States",1993,8858966,4466282,100,100,17.3943420500677,7.92142446480207,9.54855574837443,15515,7099,8416
"Europe and Northern America",1993,143459593,69781303,100,100,10.1081454846602,4.15376109516854,5.9792206435805,146449,58173,88276
"Northern America",1993,40342364,19215257,100,100,9.40025375745512,4.16481555818669,5.25733402581374,38578,16169,22409
"Europe",1993,103117229,50566046,100,100,10.3928517413353,4.14956017040363,6.26930643521124,107872,42004,65867
"Latin America and the Caribbean",1993,90681882,47735362,100,100,14.3897690010809,5.89589888458742,8.5442461277074,129880,56344,73536
"Central and Southern Asia",1993,253886497,135426102,100,100,21.2703596524519,9.32270286253244,12.0600894200784,541081,253668,287413
"Central Asia",1993,9831862,5178483,100,100,18.4995296016649,6.42423573971249,12.1533699757082,17963,6638,11325
"Southern Asia",1993,244054635,130247619,100,100,21.3802589229067,9.43776810445338,12.056275147499,523118,247030,276088
"Eastern and South-Eastern Asia",1993,361240272,168164966,100,100,9.54363556819593,5.02424599222767,4.54221076017605,345034,169336,175698
"Eastern Asia",1993,267657127,119718637,100,100,7.86673762386303,4.28382886090573,3.59832336443673,209366,102768,106598
"South-Eastern Asia",1993,93583145,48446329,100,100,14.42891490966,6.85158115496028,7.62960863745986,135668,66568,69100
"Northern Africa and Western Asia",1993,61040518,32435994,100,100,14.1752533841063,6.83529771459192,7.39047174413688,86889,44475,42414
"Western Asia",1993,30724052,16188520,100,100,12.9244533386993,6.79616596385649,6.17022122230323,40149,22112,18037
"Northern Africa",1993,30316466,16247474,100,100,15.4644450823775,6.87428594753958,8.6496190897985,46740,22363,24377
"Sub-Saharan Africa",1993,104972317,57168175,100,100,42.9967446762938,18.5386238515933,24.920105282882,454362,213727,240635
"Oceania",1993,4533692,2224893,100,100,10.3383844064663,4.61874501971487,5.74617952481406,4728,2065,2663
"Oceania (exc. Australia and New Zealand)",1993,1226120,653568,100,100,18.6917184792924,8.3193914959363,10.459342347132,2303,1095,1208
"Australia and New Zealand",1993,3307572,1571325,100,100,7.2496368693109,3.07546648281647,4.18704751077583,2425,970,1455
"Europe, Northern America, Australia and New Zealand",1993,146767165,71352628,100,100,10.0434975608193,4.13002682230668,5.93799481637498,148874,59143,89731
"South-Eastern Asia and Oceania (exc. Australia and New Zealand)",1993,94809265,49099897,100,100,14.4835688595488,6.87113336374925,7.66510344380894,137971,67663,70308
"World",1993,1019814771,512936795,100,100,16.6336209571926,7.75000181480907,8.95300494697044,1708426,797790,910637
"Least developed countries",1994,111739343,60547625,100,100,58.1293008537871,24.7291266868298,34.2470744086624,638418,289720,348698
"Landlocked developing countries",1994,56314502,30557435,100,100,79.8738879601119,32.8329141245166,48.6378977558087,437582,189886,247696
"Small island developing States",1994,8882296,4455709,100,100,17.2978309939068,7.87223528672742,9.5003849730013,15477,7040,8437
"Europe and Northern America",1994,143061026,70056873,100,100,9.99685545712081,4.09899973622781,5.92213053238316,144634,57716,86918
"Northern America",1994,40521512,19634607,100,100,9.30990435520773,4.11637001932696,5.21500121051443,38295,16322,21973
"Europe",1994,102539514,50422266,100,100,10.272238675217,4.0922353488479,6.20539727244097,106339,41394,64945
"Latin America and the Caribbean",1994,92023987,48378938,100,100,14.3458754035212,5.88622712914497,8.50973852816259,131444,57019,74425
"Central and Southern Asia",1994,259706947,138604912,100,100,20.9209815229771,9.14243082470266,11.8872288658781,543948,254483,289465
"Central Asia",1994,9915587,5211438,100,100,14.7931495866095,5.51680271144251,9.32780654359858,14482,5729,8753
"Southern Asia",1994,249791360,133393474,100,100,21.1630201301584,9.28380992531229,11.9905279875869,529466,248754,280712
"Eastern and South-Eastern Asia",1994,353849077,163306407,100,100,9.45152780057201,4.92558195560071,4.54834911128165,334843,161297,173546
"Eastern Asia",1994,259083551,114281947,100,100,7.67652012736619,4.12502326487274,3.56620755161123,197828,94437,103391
"South-Eastern Asia",1994,94765526,49024460,100,100,14.3884780861845,6.78928994720068,7.65113390549306,137015,66860,70155
"Northern Africa and Western Asia",1994,62657745,33337512,100,100,14.0129151409859,6.68459239793874,7.37763925432138,88048,44680,43368
"Western Asia",1994,31558299,16634495,100,100,12.426055809442,6.52557628334561,5.93923646672484,39583,21783,17800
"Northern Africa",1994,31099446,16703017,100,100,15.6488029676388,6.84293095817381,8.86654516587265,48465,22897,25568
"Sub-Saharan Africa",1994,107840362,58778455,100,100,61.1960984123372,25.4606543252194,36.6690624095575,648385,289803,358582
"Oceania",1994,4539880,2219423,100,100,10.3031861733809,4.61216253332692,5.71739318669792,4724,2059,2665
"Oceania (exc. Australia and New Zealand)",1994,1262602,672869,100,100,18.4775261916604,8.22175501538156,10.3407906234501,2346,1114,1232
