"UNCode","CountryName","Code","ISO3Code","UNICEFCode","MDGRegion1","MDGRegion1excl","MDGRegion2","MDGRegion3","MDGRegion4","MDGRegion5","UNICEFRegion1","UNICEFRegion2","UNICEFRegion3","UNICEFRegion4","UNICEFRegion5","UNICEFRegion6","WHORegion1","WBRegion1","WBRegion2","WBRegion3","WBRegion4","UNPDRegion1","UNPDRegion2","UNPDRegion3","UNPDRegion4","UNPDRegion5","OICRegion1","OICRegion2","OICRegion3","OICRegion4","Countdown.and.COIA.75.Priority.Countries","ECAAfrica","AURegion1","AURegion2","FragileCountries2013","FragileCountries2014","FragileCountries2015","USAIDcountry","M49Region1","M49Region2","M49Region3","UNICEFCountry","pop01950","pop01951","pop01952","pop01953","pop01954","pop01955","pop01956","pop01957","pop01958","pop01959","pop01960","pop01961","pop01962","pop01963","pop01964","pop01965","pop01966","pop01967","pop01968","pop01969","pop01970","pop01971","pop01972","pop01973","pop01974","pop01975","pop01976","pop01977","pop01978","pop01979","pop01980","pop01981","pop01982","pop01983","pop01984","pop01985","pop01986","pop01987","pop01988","pop01989","pop01990","pop01991","pop01992","pop01993","pop01994","pop01995","pop01996","pop01997","pop01998","pop01999","pop02000","pop02001","pop02002","pop02003","pop02004","pop02005","pop02006","pop02007","pop02008","pop02009","pop02010","pop02011","pop02012","pop02013","pop02014","pop02015","pop02016","pop02017","pop02018","pop02019","pop02020","pop02021","pop02022","pop02023","pop02024","pop02025","pop02026","pop02027","pop02028","pop02029","pop02030","pop02031","pop02032","pop02033","pop02034","pop02035","pop02036","pop02037","pop02038","pop02039","pop02040","pop02041","pop02042","pop02043","pop02044","pop02045","pop02046","pop02047","pop02048","pop02049","pop02050","pop1to41950","pop1to41951","pop1to41952","pop1to41953","pop1to41954","pop1to41955","pop1to41956","pop1to41957","pop1to41958","pop1to41959","pop1to41960","pop1to41961","pop1to41962","pop1to41963","pop1to41964","pop1to41965","pop1to41966","pop1to41967","pop1to41968","pop1to41969","pop1to41970","pop1to41971","pop1to41972","pop1to41973","pop1to41974","pop1to41975","pop1to41976","pop1to41977","pop1to41978","pop1to41979","pop1to41980","pop1to41981","pop1to41982","pop1to41983","pop1to41984","pop1to41985","pop1to41986","pop1to41987","pop1to41988","pop1to41989","pop1to41990","pop1to41991","pop1to41992","pop1to41993","pop1to41994","pop1to41995","pop1to41996","pop1to41997","pop1to41998","pop1to41999","pop1to42000","pop1to42001","pop1to42002","pop1to42003","pop1to42004","pop1to42005","pop1to42006","pop1to42007","pop1to42008","pop1to42009","pop1to42010","pop1to42011","pop1to42012","pop1to42013","pop1to42014","pop1to42015","pop1to42016","pop1to42017","pop1to42018","pop1to42019","pop1to42020","pop1to42021","pop1to42022","pop1to42023","pop1to42024","pop1to42025","pop1to42026","pop1to42027","pop1to42028","pop1to42029","pop1to42030","pop1to42031","pop1to42032","pop1to42033","pop1to42034","pop1to42035","pop1to42036","pop1to42037","pop1to42038","pop1to42039","pop1to42040","pop1to42041","pop1to42042","pop1to42043","pop1to42044","pop1to42045","pop1to42046","pop1to42047","pop1to42048","pop1to42049","pop1to42050"
191,"Croatia",150,"HRV","CRO","Developed regions","Developed regions","Developed regions","","","","CEE/CIS","CEE/CIS","","","","","Europe","High income: nonOECD","","High income","","Europe","","More developed regions","More developed regions","","","","","","","","","","Non-fragile","Non-fragile","Non-fragile","","Europe","Southern Europe","",1,49384,44784,41606,39402,37926,37018,36613,36434,36410,36483,36594,36657,36616,36422,36026,35405,34464,33262,32057,31208,30955,31517,32675,34074,35214,35743,35425,34502,33284,32225,31657,31723,32242,32945,33446,33465,32925,31955,30654,29192,27725,26444,25119,23957,23221,23064,23715,24985,26399,27312,27291,25757,23293,20512,18324,17372,18034,19918,22372,24458,25524,25270,24039,22242,20501,19282,18724,18649,18886,19164,19277,19185,18966,18668,18368,18124,17942,17801,17681,17571,17450,17321,17187,17054,16931,16827,16745,16679,16623,16574,16529,16495,16462,16423,16362,16274,16154,16006,15837,15666,15502,147316,163501,168882,170239,169768,168669,162930,159879,158383,157097,154858,151534,149105,146972,144844,142425,141338,138791,135366,132195,130185,127832,127558,128842,130451,131596,135254,136408,135810,134918,134687,132466,131874,132407,132868,132448,132909,131932,129667,126588,122926,118635,114081,109477,105273,101873,97791,96373,96766,97392,97232,100284,99094,95092,90962,88580,82572,81179,83128,85609,86739,91269,92348,90802,88662,87302,84099,82168,81309,80602,79439,78372,77294,76107,74994,74050,73315,72572,71869,71205,70603,70200,69725,69222,68742,68314,67902,67541,67220,66924,66648,66412,66199,65993,65769,65509,65324,65002,64580,64109,63620
192,"Cuba",112,"CUB","CBA","Latin America and the Caribbean","Latin America and the Caribbean","Developing regions","","","Caribbean","Latin America and the Caribbean","Latin America and the Caribbean","","Developing countries","","","Americas","Upper middle income","Latin America and the Caribbean","Middle income","Low and middle income","Latin America and the Caribbean","","Less developed regions","Excluding least developed countries","Excluding China","","","","","","","","","Non-fragile","Non-fragile","Non-fragile","","Americas","Latin America and the Caribbean","Caribbean",1,82891,85219,91065,96761,100084,99939,95901,90065,84623,82463,86252,98152,115703,134765,149894,157353,153699,142904,128188,114532,105818,104492,108141,113858,117402,115826,107267,94021,79100,66934,60759,62243,69368,79796,90144,97939,101814,103390,102786,100415,96761,91681,85213,78441,72856,69500,69235,71259,74496,77362,78706,77979,75796,72689,69492,66841,64934,63483,62449,61724,61212,60929,60911,60945,60743,60107,58971,57383,55603,54003,52851,52267,52111,52207,52295,52177,51812,51256,50571,49866,49223,48694,48207,47754,47321,46899,46542,46194,45852,45507,45150,44837,44509,44165,43808,43451,43157,42850,42537,42223,41902,314386,319826,329156,341245,349936,353078,366641,367898,362755,360277,366561,361009,378452,411394,445198,470388,519648,538505,534980,524785,519195,491219,479249,478787,476940,464691,459526,439066,407285,375330,350747,311682,294054,292890,298022,303317,328248,343912,352262,357704,363312,372381,371641,364772,355681,347040,324802,313993,310986,309624,305507,305963,302745,296385,289548,283915,277112,271102,266108,261637,257385,252210,248842,246585,244494,241841,240405,237452,233443,229357,225798,220481,217013,214905,213164,211087,209666,207914,205840,203746,201807,199847,197955,196147,194349,192504,190570,188856,187278,185736,184144,182693,181302,179918,178518,177087,175777,174496,173256,172026,170734
196,"Cyprus",157,"CYP","CYP","Developed regions","Developed regions","Developed regions","","","","Industrialized countries","Industrialized countries","","Developing countries","","","Europe","High income: nonOECD","","High income","","Asia","","Less developed regions","Excluding least developed countries","Excluding China","","","","","","","","","","","","","Asia","Western Asia","",1,8067,6810,6027,5649,5626,5900,6442,7084,7720,8237,8535,8599,8400,8038,7643,7312,6930,6615,6368,6185,6061,5993,6000,6062,6152,6255,6361,6471,6585,6699,6808,6940,7065,7176,7272,7348,7298,7233,7167,7132,7147,7206,7320,7443,7518,7500,7358,7131,6855,6586,6365,6197,6073,6003,5992,6037,6171,6362,6571,6746,6853,6899,6873,6797,6709,6635,6593,6562,6542,6530,6520,6530,6545,6558,6565,6558,6541,6510,6469,6420,6368,6319,6265,6215,6174,6151,6150,6166,6193,6227,6260,6299,6339,6377,6408,6432,6456,6472,6481,6485,6489,26273,28087,27898,27347,27115,27424,26707,27210,28357,29445,29858,30344,30211,29466,28515,27804,27667,26976,26000,25033,24439,24322,24205,24227,24356,24434,24141,24062,24057,24048,24065,24760,25145,25347,25568,26074,27250,27934,28377,28780,29213,28998,29062,29269,29418,29431,29694,29619,29329,28983,28624,27709,27063,26622,26291,25986,25415,25318,25542,25869,26105,26602,26908,27060,27157,27247,27127,27090,27114,27131,27077,26807,26689,26660,26648,26587,26489,26405,26321,26230,26112,25925,25765,25624,25501,25376,25147,25039,25022,25048,25072,25096,25177,25295,25431,25559,25679,25807,25937,26059,26152
203,"Czech Republic",162,"CZE","CZE","Developed regions","Developed regions","Developed regions","","","","Industrialized countries","Industrialized countries","","","","","Europe","High income: OECD","","High income","","Europe","","More developed regions","More developed regions","","","","","","","","","","","","","","Europe","Eastern Europe","",1,93469,88996,85983,83580,81270,78783,76302,73644,71190,69417,68740,69312,70922,72927,74421,74797,73879,71775,69565,68761,70364,74765,81359,88812,95269,99360,100543,99584,96619,92020,86242,79217,70979,62954,57003,54359,55879,60710,67122,72649,75519,74837,71692,66716,60980,55389,49915,44531,39932,36979,36224,38087,42148,47489,52840,57252,60104,62020,62888,62669,61417,59212,55894,52248,49349,47932,48470,50521,53299,55678,56840,56484,54970,52737,50455,48632,47456,46710,46295,46031,45787,45570,45409,45358,45490,45851,46493,47327,48238,49072,49717,50147,50370,50421,50361,50246,50117,49915,49661,49389,49115,361856,368830,370465,370365,367545,360279,345587,333287,322317,312446,303288,292052,285911,283173,281359,278724,283523,282860,279083,276922,279964,280724,289571,304261,320010,333691,355630,368679,374298,374827,371736,364281,350610,333171,315592,300207,271416,258562,256644,257700,256393,268325,270251,264602,256341,248879,239584,227574,214800,202935,193188,176115,169969,171651,176824,182802,197787,209142,217575,224356,230014,237101,238319,235621,231693,228444,217236,213280,214177,215866,215449,218740,218403,215153,211218,208064,203650,199954,197058,194354,191465,188413,186102,184357,183228,182738,182887,183864,185475,187409,189489,192985,195544,197409,198927,200310,201239,201847,202187,202210,201829
204,"Benin",23,"BEN","BEN","Sub-Saharan Africa","Sub-Saharan Africa","Developing regions","West Africa","Least developed countries","","West and Central Africa","Sub-Saharan Africa","Africa","Developing countries","Least developed countries","","Africa","Low income","Sub-Saharan Africa","Low income","Low and middle income","Africa","Sub-Saharan Africa","Less developed regions","Least developed countries","Excluding China","OIC","Africa","OIC Low income","","Countdown","West Africa","Africa","Western Africa","Non-fragile","Non-fragile","Non-fragile","","Africa","Western Africa","",1,30220,33748,36523,38643,40176,41178,41279,41258,41266,41496,42141,43159,44705,46591,48550,50374,51686,52922,54131,55386,56750,57972,59332,60859,62585,64530,66426,68579,70925,73388,75906,78105,80416,82842,85398,88106,90536,93133,95972,99155,102733,105811,109318,113004,116538,119706,122924,125804,128594,131647,135194,138489,142273,146307,150271,153926,157180,160190,162975,165593,168114,170677,173154,175651,178310,181216,184333,187712,191201,194587,197711,200347,202759,205035,207307,209681,212136,214703,217314,219875,222314,224560,226712,228772,230743,232638,234433,236173,237855,239489,241077,242626,244153,245651,247114,248538,249955,251351,252705,253993,255198,113608,113070,116216,120096,123980,128157,136605,141156,143582,145772,149291,152961,156793,161106,165677,170594,177522,182941,187427,191842,197006,203676,209110,213988,219057,225130,232792,239824,246726,253967,262138,272592,281703,290158,298776,308433,319690,329675,339357,349893,362409,375832,388977,401897,414318,426257,441894,454590,465646,476972,490311,504341,518314,532440,546551,560739,577767,592204,604794,616446,627983,641150,652421,662529,672370,682838,694533,705862,717059,728193,739568,754091,765990,776141,785779,796059,808097,818686,828413,837724,847207,858877,868635,877091,884978,893060,903182,911394,918348,924749,931356,939936,946846,952670,958045,963655,971382,977517,982612,987262,992130
208,"Denmark",172,"DNK","DAN","Developed regions","Developed regions","Developed regions","","","","Industrialized countries","Industrialized countries","","","","","Europe","High income: OECD","","High income","","Europe","","More developed regions","More developed regions","","","","","","","","","","","","","","Europe","Northern Europe","",1,42607,38770,36221,34757,34211,34428,35335,36570,37962,39335,40520,41293,41726,41851,41753,41510,41092,40504,39800,39052,38321,37709,37129,36533,35849,35026,34124,33136,32061,30890,29642,28278,26837,25604,24943,25092,26188,28059,30341,32526,34239,35293,35872,36033,35899,35583,35071,34368,33589,32890,32387,32170,32140,32288,32580,32974,33474,34113,34645,34737,34187,32781,30732,28535,26890,26288,27045,28825,31146,33313,34817,35470,35472,35056,34574,34296,34328,34527,34814,35069,35202,35233,35168,35035,34879,34735,34642,34557,34471,34376,34270,34179,34075,33975,33906,33876,33916,33988,34097,34240,34417,174070,173585,169466,165409,162158,158931,151422,148246,147503,147721,148149,152094,154652,156171,157464,159094,161637,162694,162737,162123,161145,158898,156890,154937,152652,149737,146387,142903,139219,135244,130823,126065,121053,116101,112001,109354,106077,106032,108424,111906,115626,123002,128275,131971,134984,137924,140609,141933,142337,142106,141363,137942,135927,134846,134169,133511,132745,132846,133338,133557,133118,134675,133278,130092,126925,124799,118619,117035,118677,121174,123006,128230,131242,132567,133580,135197,136543,137876,139303,140494,141247,141572,141813,141900,141836,141576,140949,140438,139969,139463,138877,138395,137860,137317,136841,136462,136273,136179,136184,136301,136557
212,"Dominica",117,"DMA","DOM","Latin America and the Caribbean","Latin America and the Caribbean","Developing regions","","","Caribbean","Latin America and the Caribbean","Latin America and the Caribbean","","Developing countries","","","Americas","Upper middle income","Latin America and the Caribbean","Middle income","Low and middle income","Latin America and the Caribbean","","Less developed regions","Excluding least developed countries","Excluding China","","","","","","","","","Non-fragile","Non-fragile","Non-fragile","","Americas","Latin America and the Caribbean","Caribbean",1,1017,978,920,874,862,892,978,1085,1191,1271,1298,1224,1102,961,852,812,870,996,1148,1263,1304,1249,1124,966,827,750,752,811,899,975,1009,1002,958,889,811,741,677,617,571,549,561,611,695,787,857,882,846,767,666,569,499,460,449,456,471,484,493,502,510,518,525,530,534,537,538,539,537,536,533,530,525,519,513,506,498,489,478,465,453,441,429,420,412,405,399,395,393,391,391,392,393,393,393,392,392,391,390,387,385,381,376,3809,3889,3862,3790,3755,3792,3690,3788,4008,4231,4377,4566,4565,4426,4270,4196,3929,3913,4073,4245,4311,4625,4665,4505,4317,4219,3903,3812,3892,3988,3971,3949,3880,3746,3589,3447,3297,3148,3023,2936,2877,2653,2626,2722,2831,2877,3076,3088,2962,2803,2681,2440,2275,2177,2099,2014,1958,1917,1885,1870,1875,1935,1972,1997,2019,2047,2086,2111,2127,2136,2139,2128,2116,2101,2081,2052,2015,1975,1931,1885,1839,1788,1742,1699,1661,1626,1600,1578,1560,1544,1533,1539,1540,1538,1536,1534,1541,1542,1538,1532,1525
214,"Dominican Republic",116,"DOM","DMR","Latin America and the Caribbean","Latin America and the Caribbean","Developing regions","","","Caribbean","Latin America and the Caribbean","Latin America and the Caribbean","","Developing countries","","","Americas","Upper middle income","Latin America and the Caribbean","Middle income","Low and middle income","Latin America and the Caribbean","","Less developed regions","Excluding least developed countries","Excluding China","","","","","","","","","Non-fragile","Non-fragile","Non-fragile","","Americas","Latin America and the Caribbean","Caribbean",1,52322,55354,58225,60903,63360,65566,67294,68927,70479,71987,73509,74998,76545,78080,79510,80769,81729,82540,83254,83941,84649,85391,86176,86970,87723,88402,88977,89478,90023,90768,91815,93392,95252,97166,98826,100014,100599,100704,100579,100589,100992,102100,103600,105146,106260,106614,106014,104678,103108,102012,101881,103140,105308,107873,110094,111433,111618,110958,109782,108599,107790,107594,107739,108044,108231,108099,107628,106871,105941,105012,104205,103635,103172,102765,102337,101824,101257,100613,99915,99200,98499,97866,97238,96599,95923,95194,94470,93692,92877,92046,91218,90469,89720,88964,88187,87381,86607,85803,84984,84172,83382,170345,180887,190921,200278,209408,219238,231936,242118,250743,258754,266995,275059,282474,289448,295940,301982,307864,312854,317129,321015,324824,328580,332068,335389,338554,341636,345187,348301,351199,354299,357883,361106,365732,371297,376905,381875,387891,392345,395592,398518,401701,402967,406052,410239,414019,416280,419442,420139,419045,417844,417637,414461,415205,418690,422664,425584,431631,434668,435363,435359,435776,434461,434143,434542,434703,433956,432995,431532,429525,427266,424900,421683,419060,416820,414596,412125,409781,407394,404917,402405,399877,397287,394809,392378,389870,387181,384448,381702,378890,375986,372949,369648,366575,363610,360605,357429,354132,350965,347851,344745,341585
218,"Ecuador",118,"ECU","ECU","Latin America and the Caribbean","Latin America and the Caribbean","Developing regions","","","Latin America","Latin America and the Caribbean","Latin America and the Caribbean","","Developing countries","","","Americas","Upper middle income","Latin America and the Caribbean","Middle income","Low and middle income","Latin America and the Caribbean","","Less developed regions","Excluding least developed countries","Excluding China","","","","","","","","","Non-fragile","Non-fragile","Non-fragile","","Americas","Latin America and the Caribbean","South America",1,58671,68246,75389,80493,83828,85595,85431,84823,84155,83914,84622,86661,89892,93903,98067,101879,104927,107675,110147,112411,114531,116279,117910,119429,120859,122235,123423,124615,125882,127306,128945,130748,132754,134930,137228,139581,141907,144290,146557,148509,150005,150889,151326,151504,151706,152136,153190,154508,155822,156747,157032,156604,155560,154406,153838,154329,156130,158936,162179,165051,166960,167611,167337,166465,165497,164819,164636,164713,164936,165121,165127,165001,164726,164342,163912,163481,163141,162786,162405,161976,161485,161011,160476,159897,159294,158688,158192,157684,157151,156565,155906,155266,154553,153786,152999,152219,151573,150926,150259,149546,148766,216327,220781,233806,247796,260501,272391,292652,304284,311103,316895,324348,328326,334979,344047,353878,363509,375808,386618,396227,405565,415483,427898,437692,445775,453072,460519,468728,475432,481261,486875,492921,499541,506050,512671,519656,527392,537291,546424,555026,563201,571150,581062,588212,593360,597580,601685,604687,608341,612277,615464,617224,620445,621097,620088,619318,620152,618998,621609,626927,632818,637908,647425,652965,655519,657065,659015,659637,660437,661433,662023,661830,661261,660482,659385,658061,656547,655271,653777,652096,650254,648313,647054,645334,643271,641038,638790,637041,635058,632899,630570,628093,626190,623868,621212,618366,615462,612873,610174,607377,604439,601343
222,"El Salvador",119,"SLV","ESL","Latin America and the Caribbean","Latin America and the Caribbean","Developing regions","","","Latin America","Latin America and the Caribbean","Latin America and the Caribbean","","Developing countries","","","Americas","Lower middle income","Latin America and the Caribbean","Middle income","Low and middle income","Latin America and the Caribbean","","Less developed regions","Excluding least developed countries","Excluding China","","","","","","","","","Non-fragile","Non-fragile","Non-fragile","","Americas","Latin America and the Caribbean","Central America",1,40481,42941,45274,47413,49316,50958,51885,52757,53680,54783,56210,57756,59654,61723,63700,65389,66546,67441,68199,69005,69993,71350,72861,74406,75827,76989,78069,78930,79509,79742,79610,79180,78427,77551,76817,76422,76350,76586,77057,77631,78178,78592,78962,79140,78950,78285,77268,75809,73987,71924,69739,67424,65004,62688,60726,59285,58448,58145,58153,58136,57851,56977,55837,54618,53599,52981,52773,52945,53277,53462,53281,52543,51460,50180,48921,47850,46987,46304,45742,45204,44620,43933,43211,42475,41756,41077,40443,39843,39276,38737,38226,37751,37299,36871,36460,36065,35693,35330,34968,34598,34212,143481,147048,152337,158195,164261,170769,179345,185733,190956,196154,202269,207980,213833,219888,225853,231734,239749,245637,250032,254001,258472,263848,268917,273784,278338,282668,288966,293910,297691,300507,302571,305120,305944,305571,304757,304040,301067,299651,299362,299660,300322,302023,303836,305552,306817,307212,307686,306632,304233,300685,296029,288922,281626,274201,266810,259462,249711,242516,237091,232430,227976,226448,223317,219203,215399,212955,211157,209930,209261,208645,207868,208507,207470,205220,202563,200084,196456,193289,190482,187693,184705,181641,178572,175457,172388,169437,166775,164076,161391,158789,156356,154335,152287,150251,148283,146457,144979,143442,141878,140313,138794
226,"Equatorial Guinea",29,"GNQ","EQG","Sub-Saharan Africa","Sub-Saharan Africa","Developing regions","Central Africa","Least developed countries","","West and Central Africa","Sub-Saharan Africa","Africa","Developing countries","Least developed countries","","Africa","High income: nonOECD","","High income","","Africa","Sub-Saharan Africa","Less developed regions","Least developed countries","Excluding China","","","","","Countdown","Central Africa","Africa","Central Africa","Non-fragile","Non-fragile","Non-fragile","","Africa","Middle Africa","",1,3345,3779,4043,4184,4242,4245,4175,4110,4057,4027,4032,4063,4136,4250,4398,4571,4757,4972,5147,5192,5052,4898,4590,4197,3808,3495,3116,2828,2685,2761,3116,3502,4155,4967,5757,6377,6986,7420,7701,7886,8023,8091,8113,8121,8160,8266,8445,8696,8995,9302,9584,9793,9981,10168,10379,10635,10958,11322,11705,12079,12424,12710,12969,13209,13443,13683,13936,14194,14449,14688,14901,15088,15251,15399,15542,15683,15832,15982,16133,16288,16448,16613,16783,16953,17115,17268,17406,17535,17658,17779,17904,18040,18179,18316,18445,18561,18663,18754,18833,18905,18971,11551,11938,12497,12933,13225,13488,14222,14536,14639,14707,14859,14942,15029,15166,15385,15727,16304,16891,17392,17608,17394,17883,17587,16730,15696,14849,13701,12572,11688,11328,11758,11695,12582,14176,16022,17718,20420,22529,24125,25483,26847,28436,29577,30426,31142,31858,32138,32651,33349,34111,34856,35789,36589,37305,38060,38945,40024,41124,42273,43455,44683,46235,47559,48731,49855,51014,52226,53354,54424,55433,56395,57418,58297,59067,59777,60470,61176,61824,62433,63024,63613,64275,64897,65493,66078,66674,67437,68082,68650,69197,69764,70386,70969,71526,72057,72571,73149,73646,74081,74478,74854
