"Region","Year","Under-five population","Infant population","Population coverage (under 5)","Population coverage (age 0)","U5MR median","IMR median","NMR median","Under-five deaths median","Infant deaths median","Neonatal deaths median"
"Southern Africa","1998","6224243","1216684","100","100","69.3375671920842","47.3804612548226","16.5811313929283","88622","59830","20945"
"Eastern Africa","1998","45143494","10062961","100","100","156.302418816144","97.0207013340094","40.1846146797815","1616987","1023401","435238"
"Western Africa","1998","40433572","9124464","100","100","179.482044241805","97.4846624657498","46.2091965091849","1691336","938853","457214"
"Middle Africa","1998","17243493","3854234","100","100","184.195616725432","105.336807593495","37.9410775523964","738993","428709","158237"
"Asia","1998","374653620","75504075","100","100","73.6583189249602","55.4730356546462","35.4475975300005","5754003","4321742","2788851"
"Eastern Asia","1998","101032076","19086550","100","100","39.5625002558034","31.7322586786541","21.5687292894098","789326","623429","420825"
"Central Asia","1998","6421773","1222720","100","100","65.6849672418474","56.330229274831","27.5712540775819","84816","71657","34916"
"Southern Asia","1998","186919596","39032761","100","100","99.5610634785878","72.7390332562478","47.7273929718923","4042492","2956428","1968340"
"South-Eastern Asia","1998","56974291","11365088","100","100","51.7091519874536","40.8713249835465","21.9922253984926","606479","477171","257673"
"Western Asia","1998","23305884","4796956","100","100","47.1872403933936","39.4048902988125","21.6180609169238","230890","193057","107097"
"Americas","1998","77401516","15565978","100","100","29.4427099060604","24.1303496255598","13.8521373359488","466200","381935","220271"
"Northern America","1998","20978068","4163585","100","100","8.55320529531267","7.18564664244322","4.65439220508614","35751","29960","19510"
"Latin America and the Caribbean","1998","56423448","11402393","100","100","36.9043015100673","30.1974699019701","17.1454276365409","430449","351975","200761"
"Central America","1998","16648866","3397408","100","100","36.0835277159905","29.4959564125634","16.6347920193865","125571","102593","58069"
"South America","1998","36314219","7306685","100","100","35.2842110223907","29.3560611125783","17.018899908634","263491","219011","127560"
"Caribbean","1998","3460363","698300","100","100","57.5521959383337","42.3054806430412","20.9219155291799","41387","30371","15132"
"Europe","1998","38037545","7359710","100","100","11.580471753687","9.67205611404809","6.10228459707237","86896","71939","45232"
"Northern Europe","1998","5756185","1112277","100","100","6.72246569368773","5.61357176656853","3.76844095229281","7597","6297","4203"
"Southern Europe","1998","7291716","1448522","100","100","9.90833131660585","8.17756518634127","5.49634969938571","14575","11942","8016"
"Eastern Europe","1998","14903388","2773435","100","100","18.5577533375332","15.6742685129463","9.57194078465602","52944","44180","26872"
"Western Europe","1998","10086256","2025476","100","100","5.79926615189741","4.67937315155809","3.0242888840579","11780","9520","6141"
"Oceania","1998","2637577","533803","100","100","31.3074389124756","24.666976348667","13.8468722875755","16591","13164","7533"
"Australia and New Zealand","1998","1573885","304139","100","100","6.69923558620455","5.50040795782918","3.55797952913042","2061","1686","1084"
"Melanesia","1998","978341","211524","100","100","65.1506057473452","50.7366437071822","27.8351214816608","13874","10953","6152"
"Micronesia","1998","39877","8592","100","100","50.1712106369477","40.3524631358868","22.9576541864192","445","358","205"
"Polynesia","1998","45474","9548","100","100","21.6014182964538","17.1766694726889","9.33675760066537","211","167","92"
"World","1998","623492514","127662576","100","100","82.7852716257899","57.0449846151997","31.9766020291811","10796684","7491685","4262187"
"Africa","1999","133449547","29325812","100","100","143.628903823722","85.9447704471991","38.1372271630792","4310994","2631276","1199341"
"Northern Africa","1999","21764815","4459013","100","100","61.8104417947822","48.2766310688333","27.0861577020057","281929","220630","125414"
"Southern Africa","1999","6130108","1205289","100","100","72.2383480451803","47.8519425031334","15.7726232534653","91439","59751","19790"
"Eastern Africa","1999","46313885","10305804","100","100","143.600760679115","90.8670562257863","39.1615825350264","1517357","979681","433335"
"Western Africa","1999","41503071","9385096","100","100","174.145118031304","95.0888898970327","45.2215530904351","1681663","940674","460760"
"Middle Africa","1999","17737668","3970610","100","100","179.859331776201","103.195420947397","37.1242451085675","738606","430540","160042"
"Asia","1999","372609359","75277319","100","100","70.9938778336936","53.7543811788","34.4863204918244","5517110","4168874","2703607"
"Eastern Asia","1999","98410108","18729131","100","100","37.4631013629385","30.029773495836","20.6111264247714","729575","576685","394488"
"Central Asia","1999","6174228","1180979","100","100","62.7924599811566","53.8937625611135","27.0177973916935","78319","66387","33066"
"Southern Asia","1999","188000776","39312815","100","100","95.8340224046557","70.6010382956481","46.3935022706519","3910634","2885230","1925165"
"South-Eastern Asia","1999","56642982","11239108","100","100","49.7462930757142","39.4107970474247","21.3024297221601","577403","455050","246627"
"Western Asia","1999","23381265","4815286","100","100","45.0240752185183","37.71455790492","20.9692201757799","221179","185522","104261"
"Americas","1999","77165796","15527716","100","100","27.535311541622","22.7976817368357","13.3503779083467","435298","360155","211445"
"Northern America","1999","20856149","4183943","100","100","8.39933877678756","7.06804090854162","4.57645165085308","35246","29660","19268"
"Latin America and the Caribbean","1999","56309647","11343773","100","100","34.4508335529934","28.4940730332907","16.5278005662769","400052","330495","192177"
"Central America","1999","16618937","3394838","100","100","32.6500922807612","27.5362559965573","15.7900932834779","113322","95501","54984"
"South America","1999","36247393","7250638","100","100","33.2162660998671","27.7174434414388","16.4662878498211","246800","205623","122209"
"Caribbean","1999","3443317","698297","100","100","55.7975782096114","41.0624592478823","20.7070802434447","39930","29371","14984"
"Europe","1999","37300134","7227982","100","100","10.9995284249049","9.15374465303699","5.76252370263947","81499","67410","41888"
"Northern Europe","1999","5670367","1096907","100","100","6.57392394929779","5.49550815214121","3.70876776800619","7316","6079","4083"
"Southern Europe","1999","7226380","1444802","100","100","9.06461515897483","7.43965829761063","5.0390352987385","13448","11001","7344"
"Eastern Europe","1999","14356568","2685231","100","100","17.7807327552772","14.9832683621117","9.05778205734913","49379","41218","24540"
"Western Europe","1999","10046819","2001042","100","100","5.63530546627722","4.52523927052888","2.95965998488744","11356","9112","5921"
"Oceania","1999","2657181","540455","100","100","31.2700437149488","24.5957822831176","13.8116761047295","16739","13298","7616"
"Australia and New Zealand","1999","1567313","305026","100","100","6.55438262983166","5.38892765625352","3.54027084480214","2005","1643","1083"
"Melanesia","1999","1004707","217411","100","100","64.4187942069842","50.2088947422964","27.4997764207025","14097","11145","6244"
"Micronesia","1999","39794","8587","100","100","48.9992777207435","39.4180012377323","22.5669875927787","435","349","202"
"Polynesia","1999","45367","9431","100","100","20.8975876160671","16.6313882857026","9.00257021339149","202","161","87"
"World","1999","623184104","127899706","100","100","79.4461383136417","55.1255632072931","31.1934109293321","10361640","7241013","4163897"
"Africa","2000","136260471","29987510","100","100","138.924478154081","83.4003869305639","37.2874382028125","4253670","2609727","1196722"
"Northern Africa","2000","21857288","4495280","100","100","59.4621733838688","46.5406578832068","26.470071275963","272201","214275","123393"
"Southern Africa","2000","6010536","1172970","100","100","74.8288899480754","48.3406545813422","15.2286542364074","93167","59074","18470"
"Eastern Africa","2000","47520777","10530129","100","100","137.141582630671","87.2282439012445","38.161010907573","1480652","960232","430025"
"Western Africa","2000","42654041","9689747","100","100","168.3360997735","92.3874378929563","44.09606580308","1670334","942672","463537"
"Middle Africa","2000","18217829","4099384","100","100","174.925013227684","100.62975765329","36.3119986923192","737316","433474","161297"
"Asia","2000","371863044","76184309","100","100","67.9162211991284","51.6559960687303","33.3454264093038","5304268","4039969","2648292"
"Eastern Asia","2000","96849281","19270753","100","100","35.2629956634754","28.2335888111406","19.6806815112318","687306","546770","389427"
"Central Asia","2000","5979023","1150277","100","100","59.4575944582412","51.1290901264887","26.3071196144813","71871","61123","31260"
"Southern Asia","2000","189383156","39750540","100","100","92.07298929067","68.4104795414281","45.0314377867617","3788366","2822299","1888972"
"South-Eastern Asia","2000","56224678","11199757","100","100","47.3399234951691","37.686724036269","20.6148893664315","545941","432538","237924"
"Western Asia","2000","23426906","4812982","100","100","42.901004857164","36.0278642651244","20.3193604257445","210784","177239","100709"
"Americas","2000","76990734","15503461","100","100","26.0958768036966","21.6487554863991","12.7894152272192","411844","341438","202131"
"Northern America","2000","20874717","4251912","100","100","8.27484830821201","6.97590925710041","4.56390372615774","35029","29595","19551"
"Latin America and the Caribbean","2000","56116017","11251549","100","100","32.6951940244289","27.1090368467405","15.8504169188225","376815","311843","182580"
"Central America","2000","16575770","3390582","100","100","31.1642206334244","26.3503144878247","14.990208357097","107927","91199","52095"
"South America","2000","36109248","7163722","100","100","31.2814430631436","26.1726123308915","15.7819616943467","230093","191972","115552"
"Caribbean","2000","3430999","697245","100","100","54.4071447697952","40.2492707278149","20.6832409730305","38795","28672","14933"
"Europe","2000","36915328","7242571","100","100","10.4550619167086","8.69340385449364","5.47341245709031","76658","63388","39971"
"Northern Europe","2000","5593342","1080870","100","100","6.42905344118982","5.37784013890747","3.62481684578838","7052","5867","3927"
"Southern Europe","2000","7215736","1459380","100","100","8.32290048366913","6.82552947430363","4.65705788916329","12391","10116","6854"
"Eastern Europe","2000","13958660","2682343","100","100","16.9261255158174","14.2479814748718","8.5635323780378","46139","38563","23262"
"Western Europe","2000","10147590","2019978","100","100","5.491621237941","4.38707033340117","2.91862365486967","11076","8842","5928"
