"Region","Year","Under-five population","Infant population","Population coverage (under 5)","Population coverage (age 0)","U5MR median","IMR median","Under-five deaths median","Infant deaths median"
"Western Asia","1981","9283706","2025073","95.89","95.6","109.304510040521","88.2760851735976","228856","186670"
"Americas","1981","36432855","7692607","99.93","99.93","68.0811593679537","54.6451762978014","536072","432406"
"Northern America","1981","9840906","2091435","100","100","15.662073655657","13.1013363436096","32710","27590"
"Latin America and the Caribbean","1981","26591949","5601173","99.9","99.9","86.7785004072582","69.4561076765932","503468","404899"
"Central America","1981","7641652","1594748","100","100","81.4584045022465","66.2440970436877","134991","110018"
"South America","1981","17368758","3678704","99.85","99.85","87.6964611554145","70.3188192040786","333887","269228"
"Caribbean","1981","1581540","327721","99.98","99.98","102.241454661017","75.3627241516172","34597","25658"
"Europe","1981","25372391","5068007","97.59","97.5","23.1628631759117","19.4403037820757","120164","100720"
"Northern Europe","1981","2937287","603708","100","100","14.5385364040823","12.1979360502647","8814","7428"
"Southern Europe","1981","5278476","1012488","88.42","87.5","21.7793616542774","18.5118887252334","22223","18649"
"Eastern Europe","1981","11975178","2373286","100","100","29.5567279558033","24.7803723071745","73191","61303"
"Western Europe","1981","5181451","1078526","99.99","99.99","14.5339686586615","12.0854949742177","15752","13217"
"Oceania","1981","1109962","229474","99.95","99.95","43.7603929828838","34.0954230994772","10156","7966"
"Australia and New Zealand","1981","713724","143692","100","100","14.5590069653262","12.0330598927825","2098","1737"
"Melanesia","1981","355865","77192","100","100","94.0711212868476","72.1688550836921","7528","5802"
"Micronesia","1981","17240","3769","97.06","97.05","83.7063307527002","66.9756654680253","325","263"
"Polynesia","1981","23134","4821","100","100","40.3021836177053","32.0149213714192","210","168"
"World","1981","284915824","61734216","99.4","99.4","118.281119712858","82.1601068301351","7512735","5305616"
"Africa","1982","47222709","10760922","98.62","98.58","194.746019100804","115.945323305121","2182173","1328116"
"Northern Africa","1982","10011687","2205487","100","100","136.096926781952","98.4012387695102","311492","228485"
"Southern Africa","1982","2821408","620980","100","100","92.2323539775138","83.3916899814037","57532","52313"
"Eastern Africa","1982","15035429","3461495","96.19","96.14","216.369788806461","130.025560992748","788444","481961"
"Western Africa","1982","14212705","3282616","99.44","99.42","224.080355089792","118.814748250232","771379","418588"
"Middle Africa","1982","5141481","1190345","100","100","206.143693921688","116.355055152275","256956","148852"
"Asia","1982","179925713","39421298","99.97","99.96","113.651519485801","82.6818056305012","4643808","3431269"
"Eastern Asia","1982","59924560","13074395","100","100","56.5186870712372","44.9729243551486","746743","605085"
"Central Asia","1982","3078869","668567","100","100","102.397306027337","86.9357145894414",,"60626"
"Southern Asia","1982","80066933","17796424","100","100","158.66422430939","111.593852635727","2983440","2121705"
"South-Eastern Asia","1982","27335712","5818576","99.8","99.75","102.195254857186","75.9196217289248","615991","461014"
"Western Asia","1982","9519640","2063337","100","100","105.948842380839","84.8485037471216","226668","182732"
"Americas","1982","36932032","7767238","99.93","99.93","65.5338923057293","52.48364300896","521469","419835"
"Northern America","1982","10046470","2108321","100","100","15.0938045698661","12.6194930553678","31840","26781"
"Latin America and the Caribbean","1982","26885562","5658918","99.9","99.9","83.5327615404369","66.7260747771647","489734","393139"
"Central America","1982","7664582","1606139","100","100","80.0132094135705","64.3212430994524","133587","107738"
"South America","1982","17636766","3717594","99.86","99.85","83.7618175197441","67.3073013103962","322098","260087"
"Caribbean","1982","1584214","335185","99.98","99.98","97.8424483571762","71.7243541941486","34051","25317"
"Europe","1982","25287072","5021155","97.58","97.47","22.4385337650641","18.8198118572559","115975","97197"
"Northern Europe","1982","2963261","597030","100","100","13.9225191989409","11.6591828832554","8354","6999"
"Southern Europe","1982","5133840","977964","88.07","87.02","20.5876723653492","17.4354517918943","20475","17173"
"Eastern Europe","1982","11940794","2370078","100","100","28.8083016479228","24.1351254513294","71886","60302"
"Western Europe","1982","5249178","1076083","99.99","99.99","13.8344629051707","11.4863539107105","15014","12537"
"Oceania","1982","1124440","234093","99.95","99.95","42.5214873105739","33.2248184689542","10037","7890"
"Australia and New Zealand","1982","720300","146706","100","100","14.1178281979111","11.6624776638481","2074","1722"
"Melanesia","1982","363430","78663","100","100","91.4279613426119","70.207696157346","7436","5745"
"Micronesia","1982","17737","3877","97","97.1","82.4855091309182","66.0663418188898","328","265"
"Polynesia","1982","22973","4847","100","100","38.8535901464657","30.9052385905901","204","162"
"World","1982","290492874","63204897","99.5","99.5","114.918092288155","79.8010544906436","7473567","5284392"
"Africa","1983","48527253","11025996","99.83","99.83","199.0841013183","118.326347348712","2294485","1389899"
"Northern Africa","1983","10256510","2245567","100","100","135.190812587111","97.2600558080971","315309","229947"
"Southern Africa","1983","2925430","640773","100","100","88.0300240963898","79.5327229659845","56725","51562"
"Eastern Africa","1983","15449879","3541235","100","100","233.762257550688","139.58850562877","878699","531418"
"Western Africa","1983","14576721","3366027","99.45","99.43","221.828108646295","117.749787505953","782977","425017"
"Middle Africa","1983","5318713","1232395","100","100","202.772396978537","114.820395398618","260994","151901"
"Asia","1983","184077634","39698094","99.97","99.96","111.000263309556","81.8023942173142","4554788","3369543"
"Eastern Asia","1983","61304747","12869361","100","100","54.7095383949495","43.5405876002639","719160","577903"
"Central Asia","1983","3158121","689312","100","100","97.7881739827584","83.1458258181596","69682","59814"
"Southern Asia","1983","82064150","18129164","100","100","154.041055553705","108.909798744861","2947895","2102241"
"South-Eastern Asia","1983","27785444","5904902","99.79","99.75","99.1228953376182","73.9846778195312","605809","455411"
"Western Asia","1983","9765173","2105355","100","100","97.6235949862099","79.4636687410765","212079","174053"
"Americas","1983","37373682","7818079","100","100","62.3543653734663","50.2731308953928","499390","404106"
"Northern America","1983","10204509","2112740","100","100","14.5629679814139","12.1526019101374","30860","25840"
"Latin America and the Caribbean","1983","27169173","5705339","100","100","79.2117142983104","63.681982373572","468530","378266"
"Central America","1983","7692568","1614173","100","100","74.2696717668817","60.7754522794678","125189","102772"
"South America","1983","17874566","3744847","100","100","79.9777737567434","64.4160966734169","309731","250427"
"Caribbean","1983","1602040","346320","99.98","99.98","94.019746056802","69.3383146606368","33611","25068"
"Europe","1983","25316226","5103043","97.57","97.5","21.9128511247521","18.3864091331934","113397","95196"
"Northern Europe","1983","2991546","598925","100","100","13.4412594315432","11.2469021649711","8057","6734"
"Southern Europe","1983","4997399","951808","87.7","86.61","19.5142348536766","16.4896365263497","18943","15876"
"Eastern Europe","1983","12046121","2501111","100","100","28.1139989120931","23.5540117892233","72011","60677"
"Western Europe","1983","5281161","1051200","99.99","99.98","13.1930022233383","10.9430182860098","14067","11655"
"Oceania","1983","1141930","237830","99.95","99.95","41.6069820988166","32.5446465243284","9949","7836"
"Australia and New Zealand","1983","729137","148607","100","100","13.7590360558986","11.3618604378227","2044","1698"
"Melanesia","1983","371728","80403","100","100","89.0430133798006","68.4227807781257","7382","5717"
"Micronesia","1983","18225","3967","96.96","96.99","81.0545100008955","65.0011155378038","330","268"
"Polynesia","1983","22840","4854","100","100","37.5906881929694","29.9173356453934","198","158"
"World","1983","296437652","63883231","99.7","99.7","113.854061031352","79.46431016176","7472009","5266580"
"Africa","1984","49749875","11259565","99.83","99.83","194.141339433903","115.61773469448","2283796","1386543"
"Northern Africa","1984","10474690","2274856","100","100","127.085566736172","92.0328575011237","300387","220016"
"Southern Africa","1984","3020390","652331","100","100","83.6703875753553","75.6639547016082","55526","50526"
"Eastern Africa","1984","15828252","3622583","100","100","225.849408479074","136.093158826468","867789","529873"
"Western Africa","1984","14920444","3432377","99.45","99.43","220.251029079881","117.080961547999","794652","430797"
"Middle Africa","1984","5506100","1277418","100","100","199.904472811249","113.241725013751","265829","155363"
"Asia","1984","187624976","39802988","99.97","99.96","108.489016993276","79.5788252111287","4485016","3316462"
"Eastern Asia","1984","62113249","12500991","100","100","53.7064885250923","42.9813443893079","691319","551487"
"Central Asia","1984","3252582","718349","100","100","93.3663195998775","79.5664201874224","69203","59649"
"Southern Asia","1984","84057088","18466591","100","100","150.180581241617","106.42468789942","2925388","2088351"
"South-Eastern Asia","1984","28199770","5965475","99.79","99.75","96.224605216035","72.169401099145","593950","448196"
"Western Asia","1984","10002288","2151582","100","100","92.50991978863","75.5265190951748","204970","168665"
"Americas","1984","37744225","7840426","100","100","59.7766353111815","48.2828353687567","481322","390121"
"Northern America","1984","10310574","2107508","100","100","14.136891683876","11.7949281199701","29967","25025"
"Latin America and the Caribbean","1984","27433652","5732919","100","100","75.8179417964898","61.1139011034461","451355","365097"
"Central America","1984","7730652","1621666","100","100","70.9080149707391","58.2070292707294","120688","99456"
"South America","1984","18075049","3759079","100","100","76.5025838719543","61.7813542218078","297578","240939"
"Caribbean","1984","1627952","352175","99.98","99.98","91.3048813256795","67.5521690254752","33090","24702"
"Europe","1984","25319312","5096710","99.5","99.44","21.5389917483134","18.0870558871194","111828","93954"
"Northern Europe","1984","3007163","602824","100","100","13.0259447362928","10.8745078016681","7838","6547"
"Southern Europe","1984","4864429","925047","97.39","96.92","20.502821048638","17.5845083400026","19613","16510"
"Eastern Europe","1984","12165789","2541281","100","100","27.426425263809","23.0015566694364","71127","59994"
"Western Europe","1984","5281931","1027558","99.99","99.98","12.5968504180747","10.4346632902907","13221","10885"
"Oceania","1984","1159328","240279","99.95","99.94","41.0678208364691","32.2168620243754","9865","7781"
"Australia and New Zealand","1984","737687","149197","100","100","13.4767103759547","11.1295190253401","2003","1659"
"Melanesia","1984","380162","82174","100","100","86.8198223559021","66.8180478609996","7343","5704"
"Micronesia","1984","18693","4059","96.88","96.71","79.5864177795305","63.97974688158","332","269"
"Polynesia","1984","22786","4849","100","100","36.3818902765924","28.9664652932712","193","154"
"World","1984","301598660","64240155","99.9","99.9","111.436793255647","77.5318345568553","7371827","5194862"
"Africa","1985","50978263","11502570","100","100","190.365671584893","113.517932883051","2285627","1389128"
"Northern Africa","1985","10667813","2298385","100","100","119.623825367995","87.0258827884191","285550","209633"
