"Region","Year","Under-five population","Infant population","Population coverage (under 5)","Population coverage (age 0)","U5MR median","IMR median","Under-five deaths median","Infant deaths median"
"Africa","1997","62741797","13392349","100","100","159.983057892557","99.7578747332597","2293273","1453940"
"Northern Africa","1997","10575439","2080964","100","100","69.6073813390193","52.5509020755856","155664","117834"
"Southern Africa","1997","3161988","663275","100","100","74.3233314818421","53.2777774919899","46206","32834"
"Eastern Africa","1997","21343732","4607377","100","100","165.793602538492","102.657807314152","828100","521350"
"Western Africa","1997","19274546","4201974","100","100","195.946508908974","116.757787988426","901157","547117"
"Middle Africa","1997","8386092","1838759","100","100","186.253371432862","118.475929444535","362146","234805"
"Asia","1997","189101762","35857252","100","100","75.2990273151584","58.1959812289349","3046018","2346830"
"Eastern Asia","1997","52895716","8263849","100","100","43.092051431227","34.7283431016715","484153","384057"
"Central Asia","1997","3188244","581359","100","100","77.986821017641","64.9539088852051","53098","43587"
"Southern Asia","1997","92638223","18935554","100","100","100.016027979754","76.2473882867668","2035914","1553238"
"South-Eastern Asia","1997","28813820","5705877","100","100","58.7588304903531","45.2802440132078","346056","265432"
"Western Asia","1997","11565759","2370613","100","100","51.7112907116767","40.9184765042123","126797","100516"
"Americas","1997","39665059","7939447","100","100","33.4010978988155","27.6933280011737","272144","225485"
"Northern America","1997","10982980","2129578","100","100","9.60182027655254","8.05259855636369","21080","17645"
"Latin America and the Caribbean","1997","28682079","5809869","100","100","42.0970815455176","34.8699278279335","251064","207840"
"Central America","1997","8670167","1761266","100","100","38.709019249762","31.8842427276947","68087","56097"
"South America","1997","18232847","3693718","100","100","41.4559097630907","34.9060418740564","159049","133770"
"Caribbean","1997","1779065","354885","100","100","64.6822567993132","48.6213673441965","23928","17973"
"Europe","1997","19725597","3685883","100","100","13.1254386863288","11.0894870078592","51700","43132"
"Northern Europe","1997","3028410","577267","100","100","7.62561088030644","6.38605475738909","4531","3766"
"Southern Europe","1997","3799677","747300","100","100","9.78662082159854","8.32621748774756","7479","6339"
"Eastern Europe","1997","7772122","1347835","100","100","21.3893312450538","18.1947758669103","32845","27408"
"Western Europe","1997","5125388","1013481","100","100","6.67556298048089","5.48917944877305","6845","5619"
"Oceania","1997","1366624","276496","100","100","35.6639857076061","27.4788740989497","9948","7714"
"Australia and New Zealand","1997","827766","160898","100","100","7.59600256029314","6.2465847851574","1206","988"
"Melanesia","1997","496595","106817","100","100","72.6860204560554","55.2286375244547","8359","6422"
"Micronesia","1997","20027","4278","100","100","62.3791329468932","48.8647619683445","275","214"
"Polynesia","1997","22236","4503","100","100","23.252782296404","19.5864110645033","108","90"
"Africa","1998","64035363","13740074","100","100","156.940333446148","97.8999073352749","2290127","1453080"
"Northern Africa","1998","10492185","2077788","100","100","67.2175945949847","50.8175884701102","149737","113559"
"Southern Africa","1998","3274955","698976","100","100","77.7543769783054","54.357695526327","48118","33372"
"Eastern Africa","1998","21968521","4772700","100","100","161.421397172858","99.8456738029862","823698","518123"
"Western Africa","1998","19729145","4310941","100","100","191.53378409099","114.479559039234","901128","549106"
"Middle Africa","1998","8570557","1879669","100","100","183.854386788925","117.27028709658","367446","238920"
"Asia","1998","187306609","36104047","100","100","72.7215379826157","56.3642897055557","2926428","2263037"
"Eastern Asia","1998","50973611","8473152","100","100","41.1536377489844","33.2915532649257","452454","361626"
"Central Asia","1998","3099105","568646","100","100","75.6459071725261","63.1543362097077","49839","41011"
"Southern Asia","1998","93126131","19081457","100","100","96.5856457959893","73.8399316252275","1970951","1507870"
"South-Eastern Asia","1998","28448437","5586539","100","100","56.6345164988923","43.8414592947959","331660","255824"
"Western Asia","1998","11659325","2394253","100","100","49.3705941243293","39.2258152221244","121524","96706"
"Americas","1998","39679526","7938277","100","100","32.0554533342945","26.4737473948255","260361","214885"
"Northern America","1998","10887658","2085287","100","100","9.35736842997903","7.85068890423398","20479","17152"
"Latin America and the Caribbean","1998","28791868","5852990","100","100","40.3658618439328","33.2964267251038","239882","197733"
"Central America","1998","8709958","1765215","100","100","38.2197659176009","30.7287160354799","67130","54001"
"South America","1998","18305862","3731629","100","100","39.1714488728455","33.1131254868243","149616","126297"
"Caribbean","1998","1776048","356146","100","100","62.8058070038978","47.3634961280448","23136","17435"
"Europe","1998","19363615","3714953","100","100","12.5743638263014","10.6318180702619","48603","40678"
"Northern Europe","1998","2967245","560767","100","100","7.41693943627342","6.21787575958855","4335","3604"
"Southern Europe","1998","3757052","739855","100","100","9.13314749850835","7.75884320083791","6939","5876"
"Eastern Europe","1998","7515487","1387336","100","100","20.6963815852407","17.6229847648655","30748","25791"
"Western Europe","1998","5123831","1026995","100","100","6.43648301502397","5.29421343995611","6581","5407"
"Oceania","1998","1372897","275003","100","100","35.4152331373856","27.3500400765531","9910","7703"
"Australia and New Zealand","1998","822029","157203","100","100","7.40472146200544","6.09473000658708","1166","957"
"Melanesia","1998","508920","109091","100","100","71.4596437894038","54.471856035608","8372","6448"
"Micronesia","1998","19787","4301","100","100","61.5094158101678","48.2902482282792","268","210"
"Polynesia","1998","22161","4408","100","100","22.5571660378924","19.0326056623973","104","88"
"Africa","1999","65381901","14094504","100","100","152.79698859363","95.6708133645937","2270318","1446606"
"Northern Africa","1999","10436028","2084517","100","100","64.8422042823694","49.1108660950014","144171","109599"
"Southern Africa","1999","3367268","722183","100","100","80.4353755190936","55.0797742374956","49638","33769"
"Eastern Africa","1999","22613881","4935893","100","100","154.97246551094","96.5447276804603","807278","511639"
"Western Africa","1999","20199770","4426100","100","100","186.517668006722","111.872282775892","897818","549289"
"Middle Africa","1999","8764954","1925811","100","100","180.826286502892","115.697009205449","371413","242310"
"Asia","1999","186169357","36500818","100","100","70.1623078533744","54.5739581207824","2811803","2183477"
"Eastern Asia","1999","49719618","8826779","100","100","38.9321028434644","31.6963535271082","420143","338869"
"Central Asia","1999","3025292","561400","100","100","72.7991147993145","60.9932823368878","46560","38489"
"Southern Asia","1999","93579082","19208997","100","100","93.3941539730598","71.6420602225778","1910100","1465990"
"South-Eastern Asia","1999","28098056","5490193","100","100","54.6120732231294","42.4543400903096","318816","247308"
"Western Asia","1999","11747309","2413449","100","100","47.0316250727562","37.5157153419473","116184","92821"
"Americas","1999","39688353","7941022","100","100","30.3533120852453","25.2208232160587","245844","204091"
"Northern America","1999","10802809","2056094","100","100","9.2020489831709","7.7297126429005","20117","16881"
"Latin America and the Caribbean","1999","28885544","5884928","100","100","38.1420342100031","31.6693864837151","225727","187210"
"Central America","1999","8732287","1764651","100","100","35.0173897651328","29.0919239985056","61449","51044"
"South America","1999","18379733","3763216","100","100","37.3553431924527","31.4494711921081","141890","119243"
"Caribbean","1999","1773524","357061","100","100","61.0520856711312","46.191708386949","22388","16923"
"Europe","1999","19102348","3757631","100","100","12.0414158257494","10.1892418158728","45870","38516"
"Northern Europe","1999","2910146","547616","100","100","7.23358367625349","6.06679138180673","4160","3464"
"Southern Europe","1999","3727258","736389","100","100","8.5821446039599","7.28304795992256","6502","5504"
"Eastern Europe","1999","7341532","1436385","100","100","19.8819736139453","16.9467767590966","28843","24316"
"Western Europe","1999","5123412","1037241","100","100","6.24297596941736","5.13751848631359","6365","5232"
"Oceania","1999","1377273","273453","100","100","35.1178020092018","27.1676768287847","9865","7680"
"Australia and New Zealand","1999","815529","153867","100","100","7.23370220600095","5.95877696122709","1131","928"
"Melanesia","1999","520196","110973","100","100","70.253904945039","53.697073195015","8371","6462"
"Micronesia","1999","19479","4293","100","100","60.5095442963397","47.6193421067957","263","205"
"Polynesia","1999","22069","4320","100","100","21.8731647859759","18.4750642196066","100","85"
"Africa","2000","66800844","14437175","100","100","148.44804040711","93.2479062937164","2247174","1437008"
"Northern Africa","2000","10411824","2102432","100","100","62.5230718815168","47.429919713197","139101","105991"
"Southern Africa","2000","3405954","725206","100","100","82.6633152654694","55.6322459860829","50998","34165"
"Eastern Africa","2000","23253685","5081419","100","100","148.745265366886","93.0850738453145","790858","503517"
"Western Africa","2000","20726646","4547332","100","100","181.180506160339","109.113872156059","892397","548387"
"Middle Africa","2000","9002735","1980786","100","100","177.087503074469","113.760585946036","373820","244948"
"Asia","2000","184895217","36881946","100","100","67.3616269319133","52.5650725179438","2690995","2097418"
"Eastern Asia","2000","48235175","9153007","100","100","36.5760720485715","29.9483815378653","388484","315676"
"Central Asia","2000","2959620","559004","100","100","69.6153069245365","58.5489693810453","43484","36160"
"Southern Asia","2000","93979237","19302432","100","100","89.8541546624958","69.1340474021368","1840873","1416839"
"South-Eastern Asia","2000","27893324","5441249","100","100","52.6447153102517","41.1041707241242","307213","239732"
"Western Asia","2000","11827861","2426254","100","100","44.7422260195262","35.8316320907404","110941","89011"
"Americas","2000","39699602","7949648","100","100","28.6621124791426","24.0000433647259","231487","193652"
"Northern America","2000","10761079","2053236","100","100","9.06926530406937","7.62747972192394","19859","16701"
"Latin America and the Caribbean","2000","28938523","5896412","100","100","35.9479681755871","30.0992073821254","211628","176951"
"Central America","2000","8734233","1758435","100","100","33.3040875388501","27.7765560775334","58334","48634"
