"Region","Year","Under.five.population","Infant.population","Population.coverage..under.5.","Population.coverage..age.0.","U5MR.median","IMR.median","CMR.median","Under.five.deaths.median","Infant.deaths.median","Child.deaths.median"
"Southern Asia",1986,270862947,144478589,99.93,99.93,22.2863605016053,14.9505130072399,7.44718675684098,623880,435154,188726
"Eastern and South-Eastern Asia",1986,346271046,163848214,95.28,95.02,9.46328592332735,6.15107838186028,3.33270728520222,323983,202190,121793
"Eastern Asia",1986,247083277,112499497,98.23,98.22,8.15776042319372,5.19509207728193,2.97814005773069,197476,117196,80280
"South-Eastern Asia",1986,99187769,51348717,87.95,88,12.8937832574469,8.4848134949631,4.4466991756575,130149,87507,42642
"Northern Africa and Western Asia",1986,67424038,36042390,89.38,89.2,13.0739169133982,8.26547325991003,4.84851895727975,90264,59787,30477
"Western Asia",1986,33301015,17758652,78.49,78.08,10.8044679755005,7.13691031646818,3.69392084078908,36956,25443,11512
"Northern Africa",1986,34123023,18283738,100,100,14.8103348763499,9.12045832263055,5.74224849176663,51668,33460,18208
"Sub-Saharan Africa",1986,120757606,65994708,73.46,73.51,36.0198035085949,24.4131633206154,11.897085683818,457431,326281,131150
"Oceania",1986,4409927,2165995,72.83,70.71,2.92832651564257,1.52659604311525,1.40387362044135,1293,662,629
"Oceania (exc. Australia and New Zealand)",1986,1375011,731116,12.84,13.24,,,,,,
"Australia and New Zealand",1986,3034916,1434879,100,100,2.31380687152571,1.12837808188264,1.18676791254395,704,325,379
"Europe, Northern America, Australia and New Zealand",1986,140984321,70179534,94.26,94.2,3.02745366858237,1.56274443860836,1.46700177884534,42770,21963,20806
"South-Eastern Asia and Oceania (exc. Australia and New Zealand)",1986,100562780,52079833,86.92,86.95,12.8939437242095,8.48252326888922,4.44916056332571,131966,88727,43241
"World",1986,1056891998,538155776,91.9,91.7,14.7607981629548,9.84518726439339,4.96448720476393,1580895,1064807,516089
"Least developed countries",1987,129833246,70331912,73.46,73.53,33.1490625969481,22.6840091394414,10.7079527556813,450663,322761,127902
"Landlocked developing countries",1987,64113130,34551141,56.21,56.58,33.3959599940076,22.8099946035353,10.8330676040606,223760,159405,64355
"Small island developing States",1987,9238522,4657016,45.57,47.51,,,,,,
"Europe and Northern America",1987,137647835,68996628,94.13,94.18,2.98799464471822,1.5335771398335,1.45665139216039,41216,21184,20032
"Northern America",1987,37414130,19410996,100,100,2.5328277951997,1.19139767629056,1.34303020197104,9486,4631,4855
"Europe",1987,100233705,49585632,91.94,91.91,3.17732727884867,1.67928557125367,1.50056157900352,31883,16669,15214
"Latin America and the Caribbean",1987,99693744,51814004,89.34,89.65,6.70467457210122,3.59173628614812,3.12415944278744,67206,37264,29942
"Central and Southern Asia",1987,288683966,154101937,96.44,96.49,21.5215438738608,14.3399259548894,7.28610005424927,641609,445020,196588
"Central Asia",1987,11065882,5805822,8.83,8.76,,,,,,
"Southern Asia",1987,277618084,148296115,99.93,99.93,21.5746443093495,14.3770886415265,7.30254500466379,618744,429404,189339
"Eastern and South-Eastern Asia",1987,342784809,166943372,95.21,94.96,9.03554865129441,5.82841545285475,3.22593528953104,308809,195174,113635
"Eastern Asia",1987,242211500,114737764,98.24,98.23,7.75308616452242,4.90950113955152,2.85761448654907,185897,112939,72957
"South-Eastern Asia",1987,100573309,52205608,87.92,87.79,12.3578813968895,8.08452813893002,4.30818288371053,126528,84757,41772
"Northern Africa and Western Asia",1987,69162607,37019903,89.24,89.04,12.6429529431839,7.97502717262232,4.70545187714124,89517,59228,30289
"Western Asia",1987,34184191,18243530,78.24,77.77,10.5132809321696,6.90052933325532,3.63785472213455,36875,25256,11620
"Northern Africa",1987,34978416,18776373,100,100,14.2696501215365,8.78615200636845,5.53210402202058,51042,33097,17945
"Sub-Saharan Africa",1987,124541301,67950648,73.55,73.59,35.3983839118457,23.9468525343886,11.7324875261064,463038,329439,133599
"Oceania",1987,4401339,2192483,72.31,70.55,2.86445612517494,1.4859215394664,1.38058602822504,1264,652,612
"Oceania (exc. Australia and New Zealand)",1987,1400328,745206,12.97,13.34,,,,,,
"Australia and New Zealand",1987,3001011,1447277,100,100,2.23780651201422,1.08765873343349,1.1514001089649,675,316,359
"Europe, Northern America, Australia and New Zealand",1987,140648846,70443905,94.26,94.3,2.97113706661256,1.52386449870882,1.44948138112194,41877,21491,20385
"South-Eastern Asia and Oceania (exc. Australia and New Zealand)",1987,101973637,52950814,86.89,86.74,12.3587868686109,8.08275423696793,4.31087638601714,128310,85946,42364
"World",1987,1066915601,549018975,91.8,91.7,14.3966922805415,9.53226169306457,4.91124586833291,1561378,1051658,509720
"Least developed countries",1988,133161742,72221157,83.54,83.75,37.6261096293428,25.9130217038407,12.0246838182666,526552,379294,147258
"Landlocked developing countries",1988,65824025,35482829,94.88,94.91,36.2864005921372,25.0826711306038,11.4919789912097,250688,180485,70203
"Small island developing States",1988,9268410,4724112,72.37,71.42,11.9897932492468,7.3928294426852,4.63120148928666,11216,7001,4214
"Europe and Northern America",1988,137802797,69336124,99.55,99.54,3.07965024561963,1.59402437470304,1.48799777564048,42569,22151,20420
"Northern America",1988,37894047,19733245,100,100,2.49228806986124,1.16410765146916,1.32972836535664,9446,4600,4846
"Europe",1988,99908750,49602879,99.38,99.35,3.3088562973459,1.76611698830698,1.54546878771976,33138,17561,15577
"Latin America and the Caribbean",1988,101015294,52427715,98.7,98.72,6.1613722709386,3.268769950834,2.90208858004973,62528,34309,28219
"Central and Southern Asia",1988,295735861,158197127,99.95,99.95,20.3058808560804,13.4229031978031,6.97662420969135,619891,427516,192376
"Central Asia",1988,11269068,5943953,100,100,6.00876902146052,3.29287959507239,2.72486206909485,6810,3911,2899
"Southern Asia",1988,284466793,152253174,99.95,99.95,20.8653223323669,13.8164994226889,7.14757740882056,613090,423611,189479
"Eastern and South-Eastern Asia",1988,339671964,170458479,95.69,95.59,8.76009553255808,5.62852164725888,3.14929978732579,299177,192430,106748
"Eastern Asia",1988,237689104,117375379,98.24,98.23,7.36727498848799,4.63781215400631,2.74218055277791,175199,109126,66074
"South-Eastern Asia",1988,101982860,53083100,89.75,89.73,12.2332783544495,8.02256752625625,4.24476473995266,127124,85520,41604
"Northern Africa and Western Asia",1988,70896117,37969297,94.41,94.13,11.7607981024284,7.38588590237741,4.4074652353983,85308,56248,29060
"Western Asia",1988,35040679,18703260,88.7,88.08,9.50353845645213,6.15619152926684,3.36808148187384,34123,23095,11028
"Northern Africa",1988,35855438,19266037,100,100,13.7130117437729,8.43616797432783,5.3217388523188,50274,32602,17672
"Sub-Saharan Africa",1988,128407014,69929533,90.13,90.07,37.3957159866357,25.547725215926,12.158615744763,505194,362092,143103
"Oceania",1988,4411968,2227561,71.88,70.38,2.79403943404366,1.43738468653062,1.35860758925678,1238,641,595
"Oceania (exc. Australia and New Zealand)",1988,1426277,761035,13.01,13.29,,,,,,
"Australia and New Zealand",1988,2985691,1466526,100,100,2.15998175072896,1.0427379435981,1.11841001569063,649,308,341
"Europe, Northern America, Australia and New Zealand",1988,140788488,70802650,99.56,99.55,3.06015704808893,1.58255679054591,1.47994235035924,43217,22458,20759
"South-Eastern Asia and Oceania (exc. Australia and New Zealand)",1988,103409137,53844135,88.69,88.65,12.2341420449635,8.02069937594156,4.24751067524415,128920,86723,42198
"World",1988,1077941015,560545836,96.8,96.7,14.533939235038,9.6067028397433,4.97503003041571,1598405,1082454,515951
"Least developed countries",1989,136594903,74082853,90.57,90.49,35.995299078513,24.8706002062913,11.4084334597799,516499,373224,143274
"Landlocked developing countries",1989,67719817,36515531,94.97,95.01,35.2939190724483,24.2393282627697,11.3292030821421,250471,179324,71146
"Small island developing States",1989,9323065,4806482,74.35,73.57,11.5216952935892,7.02919107945071,4.52430642852661,10866,6773,4093
"Europe and Northern America",1989,138384367,69660080,99.54,99.53,3.04292427312636,1.56490432584823,1.48033653232128,42213,21835,20379
"Northern America",1989,38422617,19971694,100,100,2.44842539553014,1.136213139473,1.31370490483141,9406,4543,4863
"Europe",1989,99961750,49688386,99.37,99.34,3.27748165905639,1.73830030582993,1.5418615716681,32823,17304,15520
"Latin America and the Caribbean",1989,102288675,53000331,99.36,99.37,5.90703083703792,3.11792371988055,2.79783053936035,60681,33080,27601
"Central and Southern Asia",1989,302994524,162328367,99.95,99.95,19.643941381786,12.8998512917437,6.83222477361364,614176,421496,192680
"Central Asia",1989,11510599,6122094,100,100,6.10871223640208,3.33723261473439,2.78075966351048,7083,4086,2997
"Southern Asia",1989,291483925,156206273,99.95,99.95,20.1734888158587,13.2729631367194,6.99334813108542,607102,417417,189685
"Eastern and South-Eastern Asia",1989,337162704,172754327,98.39,98.37,8.99672069727031,5.8506387276319,3.16459688271778,306962,202738,104224
"Eastern Asia",1989,233727556,118863893,98.22,98.22,7.00456654309778,4.38259795085481,2.63351020868712,164990,104413,60577
"South-Eastern Asia",1989,103435148,53890434,98.75,98.71,13.4128473389419,9.06506660844544,4.38755420158203,141726,98151,43575
"Northern Africa and Western Asia",1989,72662312,38873258,94.27,93.99,11.3453799947214,7.10329039487106,4.27243796742717,84292,55386,28907
"Western Asia",1989,35917067,19146786,88.41,87.8,9.25405959016468,5.95279152235185,3.32103751175832,34033,22870,11163
"Northern Africa",1989,36745245,19726472,100,100,13.1485668541512,8.08269318628813,5.10715322039886,49372,31977,17395
"Sub-Saharan Africa",1989,132242554,71892781,90.55,90.49,36.5338902391634,24.8537644056716,11.9778197434901,507510,362032,145477
"Oceania",1989,4442821,2266056,71.55,70.23,2.72064123578852,1.39077822989407,1.33171512630043,1211,629,582
"Oceania (exc. Australia and New Zealand)",1989,1453633,777035,13.03,13.19,,,,,,
"Australia and New Zealand",1989,2989188,1489021,100,100,2.0884024743878,1.0068661559394,1.0826263783083,626,300,326
"Europe, Northern America, Australia and New Zealand",1989,141373555,71149101,99.55,99.54,3.02269372943054,1.55317492990131,1.4718047697994,42838,22135,20704
"South-Eastern Asia and Oceania (exc. Australia and New Zealand)",1989,104888781,54667469,97.57,97.49,13.4109694291077,9.06100508965021,4.38973979407371,143712,99519,44193
"World",1989,1090177957,570775200,97.7,97.7,14.3110543884033,9.42244327458136,4.93511192599823,1594732,1080949,513785
"Least developed countries",1990,140209907,75950892,100,100,37.6704795678091,25.5929668366099,12.39473066198,553672,393701,159971
"Landlocked developing countries",1990,69708185,37621794,100,100,37.1961952043849,24.9351854484038,12.5745587093301,271191,190008,81183
"Small island developing States",1990,9403833,4895126,100,100,12.7453720619791,8.06924822928221,4.71416358888909,12177,7922,4255
"Europe and Northern America",1990,138755726,69694498,100,100,3.03012848318795,1.55182816821112,1.48059794857927,42179,21666,20512
"Northern America",1990,38983776,20136559,100,100,2.39974016910693,1.10632953511725,1.29484315721787,9376,4461,4915
"Europe",1990,99771950,49557939,100,100,3.28042073727519,1.73279477882088,1.55031233156796,32803,17205,15597
"Latin America and the Caribbean",1990,103476540,53487480,100,100,5.66444527505217,2.97402502485899,2.69844549462236,58829,31845,26984
"Central and Southern Asia",1990,310413733,166230597,100,100,19.4143704785501,12.6472555935371,6.85379660243009,621088,423013,198075
"Central Asia",1990,11803432,6341753,100,100,6.21297927882369,3.3813496528056,2.84123684122477,7392,4288,3104
"Southern Asia",1990,298610301,159888844,100,100,19.9332085166016,13.0130010584209,7.01144743102171,613696,418725,194971
"Eastern and South-Eastern Asia",1990,337777566,175261237,100,100,8.74842648431762,5.63887233887067,3.12718795912805,300020,198226,101794
"Eastern Asia",1990,232947883,120736393,100,100,6.6919712552016,4.15047110188158,2.55209253965516,157782,100434,57348
"South-Eastern Asia",1990,104829683,54524844,100,100,13.2962712832784,8.92680729185491,4.40882068405439,142238,97792,44446
"Northern Africa and Western Asia",1990,74455119,39734605,100,100,11.62593491818,7.2200436989117,4.43793329156624,88121,57368,30753
"Western Asia",1990,36833845,19592039,100,100,10.6541399737301,6.70162833697114,3.9791786129091,39819,26171,13648
"Northern Africa",1990,37621274,20142566,100,100,12.5765223567617,7.72403134151145,4.89026356428902,48302,31197,17105
"Sub-Saharan Africa",1990,136164545,73941885,100,100,38.1688841018626,25.6218696989714,12.8769458310962,545212,383960,161252
"Oceania",1990,4487501,2303174,100,100,5.6436889329744,3.29652252634563,2.35492948472314,2552,1522,1030
"Oceania (exc. Australia and New Zealand)",1990,1482629,792631,100,100,12.8586827808123,7.716466361108,5.18220472816553,1941,1227,714
"Australia and New Zealand",1990,3004872,1510543,100,100,2.01510981946473,0.969379838421254,1.04674467422664,611,295,316
"Europe, Northern America, Australia and New Zealand",1990,141760598,71205041,100,100,3.0086210038901,1.53947531874437,1.47141088588835,42790,21961,20828
"South-Eastern Asia and Oceania (exc. Australia and New Zealand)",1990,106312312,55317475,100,100,13.2893905886127,8.90947498832561,4.41928914640313,144179,99019,45160
"World",1990,1105530730,580653476,100,100,14.6685770910451,9.57929056720162,5.13850980232232,1658006,1117604,540402
"Least developed countries",1991,143662870,77667273,100,100,40.4088774957754,27.2468317413414,13.5307148657203,608109,428716,179393
"Landlocked developing countries",1991,71672912,38743841,100,100,36.308509749748,24.2107086138423,12.3979646453387,272510,190232,82278
"Small island developing States",1991,9510097,4989896,100,100,12.5085901971763,7.86192318989873,4.68348823201851,12113,7875,4238
"Europe and Northern America",1991,139449119,69920330,100,100,3.01172010399786,1.53967923894642,1.47431083082949,42126,21570,20555
"Northern America",1991,39687719,20264091,100,100,2.35001808380431,1.07669511910379,1.2746954230408,9366,4381,4985
"Europe",1991,99761400,49656239,100,100,3.27756569517679,1.72856262658054,1.55168525373404,32760,17189,15570
"Latin America and the Caribbean",1991,104527842,53891417,100,100,5.45067365732155,2.84621211192635,2.61189555415655,57160,30704,26456
"Central and Southern Asia",1991,317722041,169797610,100,100,19.7874060805516,12.8482055637991,7.0295171987362,647655,439120,208535
"Central Asia",1991,12133057,6584956,100,100,6.31257938528063,3.42391588188347,2.89858802497087,7724,4509,3215
"Southern Asia",1991,305588984,163212654,100,100,20.3216136718098,13.2265698670136,7.19014475677554,639931,434611,205320
"Eastern and South-Eastern Asia",1991,341330058,178344875,100,100,8.42759859821118,5.38745399628361,3.05661195823702,292441,192671,99770
"Eastern Asia",1991,235311951,123401106,100,100,6.37946644364273,3.92797249967954,2.46116131793729,152266,97120,55146
"South-Eastern Asia",1991,106018107,54943769,100,100,12.9799507746662,8.65761343367309,4.36008527383177,140175,95551,44624
"Northern Africa and Western Asia",1991,75769432,40300169,100,100,10.7473747219734,6.63224799448507,4.14260148789844,83002,53587,29415
"Western Asia",1991,37289022,19785527,100,100,9.4376612608621,5.86734094809336,3.59139223549268,35882,23282,12600
"Northern Africa",1991,38480410,20514642,100,100,12.014264735807,7.36941364061273,4.6793350507462,47120,30305,16815
"Sub-Saharan Africa",1991,140070376,76000874,100,100,38.3291978948758,25.5932775549499,13.0704356266838,562132,393764,168368
"Oceania",1991,4554066,2342805,100,100,5.55746621397957,3.23872147208414,2.32627891135567,2549,1519,1030
"Oceania (exc. Australia and New Zealand)",1991,1516131,809835,100,100,12.6563606755097,7.58992274762584,5.10518589443492,1955,1233,722
"Australia and New Zealand",1991,3037935,1532970,100,100,1.95088171821667,0.932394852919602,1.01943738346619,594,286,308
"Europe, Northern America, Australia and New Zealand",1991,142487054,71453300,100,100,2.98909345596465,1.52665400633959,1.46467550234877,42720,21856,20863
"South-Eastern Asia and Oceania (exc. Australia and New Zealand)",1991,107534238,55753604,100,100,12.9745972431424,8.64211315024883,4.37025230783295,142130,96784,45346
"World",1991,1123422934,590598080,100,100,14.6896898921391,9.54882550826362,5.19042686431626,1687070,1132939,554131
